       mol;        µ0;   µ(Std)1;   µ(Std)2;   µ(Std)3;   µ(Std)4;   µ(Std)5;   µ(Std)6;   µ(Std)7;   µ(Std)8;   µ(Std)9;  µ(Std)10;  µ(Std)11;  µ(Std)12;  µ(Std)13;  µ(Std)14;  µ(Std)15;   µ(Dip)1;   µ(Dip)2;   µ(Dip)3;   µ(Dip)4;   µ(Dip)5;   µ(Dip)6;   µ(Dip)7;   µ(Dip)8;   µ(Dip)9;  µ(Dip)10;  µ(Dip)11;  µ(Dip)12;  µ(Dip)13;  µ(Dip)14;  µ(Dip)15;  µ(Dip2)1;  µ(Dip2)2;  µ(Dip2)3;  µ(Dip2)4;  µ(Dip2)5;  µ(Dip2)6;  µ(Dip2)7;  µ(Dip2)8;  µ(Dip2)9; µ(Dip2)10; µ(Dip2)11; µ(Dip2)12; µ(Dip2)13; µ(Dip2)14; µ(Dip2)15;   µ(Hyd)1;   µ(Hyd)2;   µ(Hyd)3;   µ(Hyd)4;   µ(Hyd)5;   µ(Hyd)6;   µ(Hyd)7;   µ(Hyd)8;   µ(Hyd)9;  µ(Hyd)10;  µ(Hyd)11;  µ(Hyd)12;  µ(Hyd)13;  µ(Hyd)14;  µ(Hyd)15;  µ(Pols)1;  µ(Pols)2;  µ(Pols)3;  µ(Pols)4;  µ(Pols)5;  µ(Pols)6;  µ(Pols)7;  µ(Pols)8;  µ(Pols)9; µ(Pols)10; µ(Pols)11; µ(Pols)12; µ(Pols)13; µ(Pols)14; µ(Pols)15;   µ(Mol)1;   µ(Mol)2;   µ(Mol)3;   µ(Mol)4;   µ(Mol)5;   µ(Mol)6;   µ(Mol)7;   µ(Mol)8;   µ(Mol)9;  µ(Mol)10;  µ(Mol)11;  µ(Mol)12;  µ(Mol)13;  µ(Mol)14;  µ(Mol)15;   µ(Pol)1;   µ(Pol)2;   µ(Pol)3;   µ(Pol)4;   µ(Pol)5;   µ(Pol)6;   µ(Pol)7;   µ(Pol)8;   µ(Pol)9;  µ(Pol)10;  µ(Pol)11;  µ(Pol)12;  µ(Pol)13;  µ(Pol)14;  µ(Pol)15;   µ(Van)1;   µ(Van)2;   µ(Van)3;   µ(Van)4;   µ(Van)5;   µ(Van)6;   µ(Van)7;   µ(Van)8;   µ(Van)9;  µ(Van)10;  µ(Van)11;  µ(Van)12;  µ(Van)13;  µ(Van)14;  µ(Van)15;   µ(Gas)1;   µ(Gas)2;   µ(Gas)3;   µ(Gas)4;   µ(Gas)5;   µ(Gas)6;   µ(Gas)7;   µ(Gas)8;   µ(Gas)9;  µ(Gas)10;  µ(Gas)11;  µ(Gas)12;  µ(Gas)13;  µ(Gas)14;  µ(Gas)15; µ(Ab-R2)1; µ(Ab-R2)2; µ(Ab-R2)3; µ(Ab-R2)4; µ(Ab-R2)5; µ(Ab-R2)6; µ(Ab-R2)7; µ(Ab-R2)8; µ(Ab-R2)9;µ(Ab-R2)10;µ(Ab-R2)11;µ(Ab-R2)12;µ(Ab-R2)13;µ(Ab-R2)14;µ(Ab-R2)15;µ(Ab-pi2H)1;µ(Ab-pi2H)2;µ(Ab-pi2H)3;µ(Ab-pi2H)4;µ(Ab-pi2H)5;µ(Ab-pi2H)6;µ(Ab-pi2H)7;µ(Ab-pi2H)8;µ(Ab-pi2H)9;µ(Ab-pi2H)10;µ(Ab-pi2H)11;µ(Ab-pi2H)12;µ(Ab-pi2H)13;µ(Ab-pi2H)14;µ(Ab-pi2H)15;µ(Ab-sumB2H)1;µ(Ab-sumB2H)2;µ(Ab-sumB2H)3;µ(Ab-sumB2H)4;µ(Ab-sumB2H)5;µ(Ab-sumB2H)6;µ(Ab-sumB2H)7;µ(Ab-sumB2H)8;µ(Ab-sumB2H)9;µ(Ab-sumB2H)10;µ(Ab-sumB2H)11;µ(Ab-sumB2H)12;µ(Ab-sumB2H)13;µ(Ab-sumB2H)14;µ(Ab-sumB2H)15;µ(Ab-sumB2H)1;µ(Ab-sumB2H)2;µ(Ab-sumB2H)3;µ(Ab-sumB2H)4;µ(Ab-sumB2H)5;µ(Ab-sumB2H)6;µ(Ab-sumB2H)7;µ(Ab-sumB2H)8;µ(Ab-sumB2H)9;µ(Ab-sumB2H)10;µ(Ab-sumB2H)11;µ(Ab-sumB2H)12;µ(Ab-sumB2H)13;µ(Ab-sumB2H)14;µ(Ab-sumB2H)15;µ(Ab-sumB20)1;µ(Ab-sumB20)2;µ(Ab-sumB20)3;µ(Ab-sumB20)4;µ(Ab-sumB20)5;µ(Ab-sumB20)6;µ(Ab-sumB20)7;µ(Ab-sumB20)8;µ(Ab-sumB20)9;µ(Ab-sumB20)10;µ(Ab-sumB20)11;µ(Ab-sumB20)12;µ(Ab-sumB20)13;µ(Ab-sumB20)14;µ(Ab-sumB20)15;µ(Ab-logL16)1;µ(Ab-logL16)2;µ(Ab-logL16)3;µ(Ab-logL16)4;µ(Ab-logL16)5;µ(Ab-logL16)6;µ(Ab-logL16)7;µ(Ab-logL16)8;µ(Ab-logL16)9;µ(Ab-logL16)10;µ(Ab-logL16)11;µ(Ab-logL16)12;µ(Ab-logL16)13;µ(Ab-logL16)14;µ(Ab-logL16)15
CHEMBL289356;        14;13.920000000000002;55.382400000000004;153.47596800000002;539.35115776;1818.6679442431994;6518.450487681023;23538.180304052545;87037.88177903689;325510.9173684481;1232402.9536401774;4705278.023435188;18095710.40296206;69982165.00795811;271888702.9623733;1060202219.7581997;      10.8;62.535000000000004; 181.01775;837.5955125000002;3510.446326875001;16210.51842178125;74507.98245957968;350847.4220731127;1661002.573733214;7931034.941484021;38032331.67332223;183104125.5240025;883863965.0601759;4275495593.4584155;20713363200.7848;      6.35;   43.8475; 81.191375;329.00381875000005;939.7383334375;3377.5207352968746;11041.454143071096;38873.766170667615;133660.4111144155;472027.85115906404;1660557.6677229127;5906347.403408039;21030659.438543737;75276684.03759293;269941487.2607791;  0.947399;37.028735883801;23.83662260212848;171.45769348819056;221.4982124866563;989.1684958779044;1810.2591438054046;6424.173161851248;14134.06205622479;44580.75604146088;108314.60533911527;321228.8932630617;824346.2445940727;2366725.4023933155;6265242.08247228;     93.81;1681.2642000000005;40525.78008600001;1159823.262310923;35618395.69599582;1125211483.8175352;35945436086.01233;1153403671727.2896;37075875725355.15;1192650850855222.0;3.837619114627413e+16;1.2349862483383688e+18;3.9745099116827664e+19;1.2791273449880489e+21;4.116684598026654e+22;53.61400100000001;284.12316994466704;1864.2418461095217;14086.572243092047;116821.78260122932;1028513.9004701686;9401454.018834531;87963785.0794001;835049569.598546;7999776273.862198;77083739990.13991;745546951552.7246;7228580217101.904;70200112948317.56;682490197640221.5;23.767002000000005;85.35913694133399;321.53146398684214;1333.6512380567935;5807.868498082445;26264.116255483714;122056.77540243162;579122.7060525825;2791550.809210368;13620378.815243538;67078975.158356816;332744346.4547819;1659791274.969239;8315188113.02478;41797456963.617775; 22.000003;71.508342400001;242.91079738833787;883.9937018577714;3331.773522855111;12880.673582334875;50728.83960397911;202619.1062401139;818116.4851462351;3331448.2503588293;13657473.753944054;56292829.92473316;233048278.03440648;968312420.4311609;4035561686.5659246; -0.676886;36.0915580338;13.120796414300685;154.99080746806496;146.03858791318459;823.2590133872902;1222.515627314185;4916.135186249409;9388.522628487854;31565.65179025592;69669.42120922335;212332.99135949695;509863.6254988073;1472124.0694582253;3714122.2543413313;202.243003;3598.3194231280017;81583.54367398817;2266397.4718207526;71543056.61017124;2416624673.820523;84425417966.54947;2999138307917.7607;107450409401780.11;3866750967661435.5;1.3948109067569762e+17;5.03786758252166e+18;1.8209128217064564e+20;6.584235307749428e+21;2.3813288802907567e+23;2.0210000000000004;36.4128055;33.8339013695;174.8299897218441;305.7757797101161;1103.5943793832062;2542.5597006654407;7983.561252376237;20797.787950756967;61882.54843366913;170489.73481518164;497602.0690264524;1407886.0060641938;4086544.564131139;11719645.072329037;  2.061003;36.620859944001;33.71731464408438;176.7143003525572;306.14387595574533;1114.9688722281708;2550.4568854479994;8048.947162866776;20868.970243262323;62258.23408790825;171023.15680786246;499787.91156886285;1411576.5363357023;4099352.490926436;11743698.761356946;1.4499999999999997;36.3262505;29.68456849975;168.7945577346954;272.3682851086756;1033.011769081572;2258.2482323803924;7266.242016844028;18288.285101760735;54931.758469075416;147847.7825011172;431855.5165578183;1201350.6535634794;3472966.024981845;9827301.073993048;     1.475; 36.334129;29.90023277075;169.06808153442225;274.18975828287114;1036.9181598131631;2274.7863761165495;7310.473393720707;18444.438891182028;55387.67873759905;149337.1509095617;436346.3686149506;1215512.6698046862;3516098.623947826;9960967.707099484;7.674000000000001;41.18260699999999;81.4901337495;280.7134403972882;786.5061511290954;2539.9863671714534;7893.901033115024;25510.818905732303;82181.77387155406;268240.7354303505;878115.2625085568;2891727.583436943;9553574.727925409;31673604.74802042;105284206.01841119
CHEMBL111654;        11;     13.01;   48.9561;154.571741;567.77083121;2133.7808594901;8396.03243090708;33905.972724260115;139925.6648113497;586083.8680270623;2481302.9016371076;10583468.920034202;45375815.94050289;195240640.28393507;842137468.7398201;3638553234.2862797;       9.5;    55.565; 168.52475;784.0938125;3318.8368468750004;15369.042309781253;70779.4627586547;333446.1316132927;1578108.2424903326;7527927.85433759;36045617.59206979;173208866.76968655;834208371.4902724;4024980020.9866085;19444947179.58991;       4.5;    35.685;61.706250000000004;261.9312125;725.4422656249999;2656.59853303125;8616.704888164062;30562.308058720082;104845.97322608292;370692.44544497307;1300049.6497525016;4609801.805619916;16326035.408946265;58076378.90876275;206676749.39545104;    1.7829;30.843690785034;31.84264595508474;164.1695827915568;318.68372019504443;1193.6274955293648;3078.0226891626767;10256.397509059503;29769.52148722305;95156.20769200294;289341.4362991489;911967.4557405731;2823487.9094754406;8859666.404039344;27624434.44982197;     69.42;1452.1735500000004;38075.58568575001;1131384.137652212;35272631.853707194;1120900225.019248;35890877849.79774;1152705261231.3271;37066801879970.03;1192529521885188.0;3.837446226369429e+16;1.234958189911122e+18;3.9744538503657054e+19;1.2791132887394849e+21;4.116643081487771e+22;43.329001000000005;240.25334858866697;1640.8693633782582;12810.11802643143;109032.63284687154;979641.2514371963;9096191.476085551;86136019.71848965;825256126.8237312;7962151650.599651;77144756138.01448;749380853298.2216;7291062189234.687;71008627857125.11;691996383875239.6; 20.421001;75.305949708667;298.6577084611389;1285.3320782211115;5786.11046500721;26890.733599831863;127827.16951580333;617752.1271289984;3022348.100440492;14925141.716430452;74233914.83508012;371289276.67141974;1865263296.7753694;9403761870.747406;47544728584.141075; 17.100002;57.607228711112;199.45222681278176;743.8194266308024;2875.17478455083;11422.464402032805;46330.41607575028;191018.31997338386;797853.6643187869;3367161.383400618;14328024.028415222;61371549.68252541;264261193.09123722;1142700477.2171736;4957999656.975063;-0.42125099999999993;30.046939055741003;14.782096076715726;140.80951512526053;176.50811392554382;872.2744418130264;1712.1238852677243;6369.553230339033;15533.951457636229;50763.27990627284;136990.58415824638;422115.646041325;1192919.1012671997;3579626.3277195143;10329313.491344694;162.218002;3073.6611841691124;74690.72284237288;2174714.283903223;70301274.47345619;2399427361.761028;84180853877.7193;2995547087604.229;107395558182240.42;3865871635566492.0;1.394661427175028e+17;5.037595199974795e+18;1.8208590088340908e+20;6.584118659355923e+21;2.3813008401425958e+23;1.6980000000000002; 30.375642;31.86893157;160.332693327138;318.36631962293654;1165.3347427386045;3043.3453570855368;9990.177915509521;29116.10701118846;92212.59537713967;280294.138559103;878069.4115780493;2712438.3913662634;8472261.04425549;26338268.394844107;1.6210019999999998;30.548009113112;30.68159256221894;160.72376588852265;307.98149765754226;1148.500346944254;2923.558756033415;9645.477308380285;27628.189434052667;87333.5383986619;262251.9769598872;817494.6720736211;2501773.5085354047;7766651.407164036;23953919.049057405;0.6979999999999998;30.105688999999998;23.989415988500003;148.93130471303425;250.37803618908703;1006.5511287481035;2377.9633642924396;8065.420851338486;22089.0468800162;70043.22624981866;203926.65399437962;629880.9983815128;1880168.0180490352;5748567.830325287;17335391.01727701;0.7180000000000001;30.1113155;24.16800116275;149.1537996605711;251.9283001684367;1010.0322568735462;2393.221714604822;8109.30855758872;22250.477594938606;70550.86819733436;205666.08315120268;635494.3432804388;1898800.3217469081;5808916.1766513465;17532408.710638743;     6.872;34.8577255;77.27101087624999;267.25033235146714;813.5425772189492;2757.860166403345;9260.978129442723;32061.551019933228;111638.13784396269;393008.1228371441;1390440.7427100984;4943366.413903232;17628456.886561625;63020707.30805904;225689292.36722443
CHEMBL472940;        27;34.419999999999995;125.67219999999998;421.607482;1583.3912624199997;6168.2311589802;24920.55467781416;103290.84628492023;436723.9988254994;1874497.2731623237;8138473.0277087;35644935.913139805;157166577.8007521;696561679.5541179;3099487124.96354;13834615925.624956;      7.62;94.88419999999999;164.036862;818.2146288200001;2548.9029109102003;10737.148775591526;40600.560657021924;166491.41227212938;668461.0884641361;2744648.4475970976;11241188.01719105;46365968.952003926;191417810.46434936;792518255.4461069;3285427371.233029;       3.0;     78.26;     72.51;432.49940000000004;816.8114999999999;3295.2675860000004;8519.998259;29803.854520340003;88162.66872627;293385.3788934146;918150.7396344627;3007596.7308342564;9638975.872179192;31449913.549603663;101852545.09088495;5.2629980000000005;77.51721559793401;94.4332762503373;443.9623060575428;1002.2145930623819;3604.7513625238853;10368.534729745908;34742.14318261333;109260.51073053334;361030.4965751454;1173740.4118994474;3879878.733529708;12783620.137174023;42376425.22468613;140469287.4061106;     91.06;1854.6408000000001;37471.478584000004;814885.22782932;18316753.152297392;422125447.74852496;9912931285.552418;236239983493.42862;5696844596666.592;138710647067974.53;3404483205490782.0;8.41140316490123e+16;2.0896401099341555e+18;5.2149302898586616e+19;1.3063286197873287e+21;87.46559999999998;389.478679451824;2056.1747607490984;12065.789659871603;76605.1688640855;518271.5769640291;3690692.083409743;27354657.655191574;208946183.31305632;1631526323.7995996;12941679131.84116;103804380494.66269;839128286662.4042;6820443164121.011;55649115200505.5;    45.194;155.627474;564.0463757059999;2188.854999101538;8826.456632691994;36668.739020342364;155932.19818382175;675674.1374867023;2972670.3661766523;13240873.391808253;59571551.46426717;270210114.5394163;1233824315.4434538;5664651421.490544;26124334611.922794;40.700002000000005;139.38500780000197;477.6920593894528;1774.8318209279353;6839.583303437103;27170.07283527244;110442.7299088471;457221.5921023035;1920603.6509127025;8162207.161012202;35013642.02624094;151333786.9041535;658076339.8811808;2875811003.2804847;12618032422.109621;  -1.34588;76.47259482109801;40.37797007763091;382.0588743898019;534.8482456103189;2571.8842196693545;5589.751004070682;20709.475501243993;55040.25408600449;183466.41894397652;532998.0818074294;1703110.0038298517;5143262.970608305;16165273.514841538;49649401.761447646;336.352002;5047.766636906002;92749.3697719442;2044880.9052655208;51721733.52123877;1433809619.81173;42105082156.84947;1281149932722.6287;39843422110821.75;1255965049147620.2;3.992426511136491e+16;1.2757358764654118e+18;4.089750442059778e+19;1.3137559091245757e+21;4.225554046063433e+22;3.5180000000000002;76.56183200000001;79.30252262;422.645056857428;868.4294318601001;3280.580531176772;8950.796574506754;30334.996269999185;92443.19080622167;303782.45654977346;965777.4577316591;3152594.9643381573;10192327.042335587;33268841.285977855;108329446.83750425;2.3599999999999994;76.31165032422399;67.18172637737105;405.8354668811702;746.8933985429823;2978.057396082703;7576.1013112268165;26039.642505512496;75903.05808421673;247958.40615101636;763956.0445037606;2456870.105686403;7743553.623086199;24807469.30430078;78948244.33145134;1.1579979999999999;76.23310373889002;55.98980342078942;393.60889799442896;644.6904234273233;2759.4585808720403;6519.317412286211;23027.546196877924;64088.20861914475;210214.4779269868;627946.2217748637;2004519.8555130302;6172113.083454812;19521571.187301368;60906670.98446177;1.1880000000000002;76.24182750000001;56.18788819274999;393.799983367595;646.1649435268455;2762.1808101401607;6532.419150419239;23061.579302654663;64221.00220590178;210617.87562094766;629386.6603584321;2009181.4315975716;6188149.033531037;19574641.642392483;61086173.90047644;14.959999999999999; 85.334656;177.314786411;633.7804580520744;1898.2682734831972;6511.321219493218;21898.337642460683;76476.21813624627;268376.20960678934;954519.9450114192;3414639.012182521;12291222.602341408;44419064.40720131;161071274.77942222;585541347.4989364
CHEMBL286080;        21;23.999999999999993;91.89259999999999;296.097594;1112.5311889799998;4264.107826637;17057.14764386342;69817.55965264261;291770.0966929588;1237757.5065810462;5314914.406649396;23040114.732773364;100648808.13302082;442424384.76232946;1954763693.7908206;8673453211.633526;4.5600000000000005;61.18639999999999; 75.903408;365.9754576;826.8127141056;3064.692112598144;8812.480754665787;30294.59306222874;95946.43220125434;324338.190435738;1069869.1729029506;3618332.4394147266;12165395.155251253;41332684.781436376;140392864.770254;       2.3;59.385000000000005;  50.66825;309.6522125;532.016795625;2156.13356803125;5143.638674489062;17715.21071317008;49203.79306907059;159264.88885296666;473913.24088497483;1502216.377862882;4614096.752525909;14552345.352209175;45396205.88524986;0.9745979999999996;58.912173484768005;48.42775263704604;313.9195608736559;550.4302412072964;2279.349347861068;5573.517564980553;19546.196391349466;55381.13582712979;182715.5340000704;553183.1215648712;1788281.3042004001;5586413.770305306;17967976.81096455;57031685.61192614;     52.49;948.8662499999999;17344.560440749996;345475.22057892126;6975238.4493435575;141525756.564567;2875739468.994557;58462551065.139046;1188719242860.7678;24171731051258.707;491527090302504.1;9995236132392236.0;2.0325568920548355e+17;4.1332890393421517e+18;8.405277066839445e+19;56.079600000000006;211.80777051104602;924.7904540555955;4326.980141837175;21062.19066349443;105237.6282239674;535976.0265759651;2770905.0786317443;14500980.415801968;76663954.49826077;408801549.4513635;2195825038.4010696;11867990912.652184;64484607351.11217;351966473624.1282; 29.234001;101.02604790366698;339.48280781063477;1253.8910182458412;4784.313640372843;18810.848801944492;75567.64178071848;308835.1888778352;1279395.1298403556;5357874.861801705;22634582.156581208;96301882.4516223;412123775.5242573;1772231014.5071468;7651981341.562955;31.900001999999994;108.048896244446;369.6839763227844;1369.1633388545933;5254.707522269375;20763.212251037578;83874.11972470819;344838.7187880678;1437938.1858567498;6064884.014214561;25818671.484670684;110749399.95965469;478041477.7723;2074185196.658274;9039039901.114134; -1.435319;58.492886514327004;27.512707630221666;283.4363405997896;366.71688174533074;1824.738259428807;3744.075971468138;14037.652909053837;35930.41997042477;119903.16751590553;340591.5180363004;1085686.4296372866;3238373.8871862176;10155128.360847272;31007993.64152754;238.181002;2975.9390605884464;41046.455653768295;621811.2486733326;10217382.673077708;179045438.5001434;3289091113.3415112;62429398605.95862;1211129092221.763;23834161678538.387;473404036834252.8;9459413752872570.0;1.8974961692981424e+17;3.8158763637300593e+18;7.686465061122507e+19;  1.725001;58.15967647266701;50.84259235884929;302.6192113279942;549.7522607009399;2161.283278458584;5421.845402814693;18400.62898214413;53028.25029247985;171523.0747211617;524402.3170696044;1675812.2255384524;5260557.638899592;16806819.282493036;53446586.80971376;1.6500030000000003;58.237827213557;48.50044834035206;299.98904978980784;522.4609778548497;2099.273377272913;5106.931640300641;17463.938671430373;49282.63697203221;159196.08420208457;479367.01881178084;1522646.0586773374;4721241.111361082;14958946.227555826;47050400.743589476;  1.243001;58.33554434066699;43.709471461429224;294.34936232535296;473.5385756902792;1989.8472493636887;4582.075577301729;15967.075954496238;43473.26330852786;140887.4921451261;414096.949361597;1308583.496722603;3984659.658173521;12508002.348094428;38747493.811741;  1.269001;58.34179184666699;43.922206310772225;294.6171115157132;475.4193464234798;1994.0172480489637;4600.824481295257;16020.185540407516;43673.319815959956;141514.1327925582;416291.49937445694;1315726.6556505477;4008919.8629713664;12588028.7892986;39015624.47364022; 10.261001;63.39233090966699;120.50326165340752;434.3939660559489;1224.7166639011425;4098.127475715349;13158.603674911075;44319.61335543768;149202.63278392554;510550.1937952757;1756066.2401476738;6085842.985496394;21188473.47069042;74101829.3454181;260052522.6181895
CHEMBL477197;        25;28.299999999999997;120.07780000000001; 428.95507;1731.79575602;7214.530503663001;31116.51335795117;137660.69452457424;621971.6154877314;2858642.907458161;13324033.324700184;62820008.34816607;298987097.9302221;1434071566.2788482;6922458696.957183;33592180758.802525;      8.06;   86.5644;147.11568799999998;651.1984984000001;1820.6242891936001;6856.950323173824;23049.90836438807;85264.66190265237;308809.15743217315;1157009.1225549486;4338776.757223058;16503270.286600223;63054871.569679976;242640357.5403792;937377398.2365888;4.8999999999999995;     83.43;   114.001;  571.8007;1405.7464899999998;5435.642943000001;16873.6914801;61207.43792807;208802.051772649;752085.6839929743;2672873.69436028;9696678.081271004;35166987.03205185;128700963.92914352;472181398.47026575;  1.551998;81.03325671525201;97.8304056850744;524.9848203592148;1224.6123412363218;4719.831442858513;14127.86030982945;50147.972243814154;165384.48353970112;578781.8910741803;1988007.9283832768;6982944.571685207;24462128.702095218;86531229.73563844;306547682.9909429;    110.38;2168.8609500000002;42407.32845175001;858526.9945683513;17441125.89845393;354734435.79046464;7216870436.7526045;146834922225.78586;2987593391430.584;60788174618653.03;1236859708264375.8;2.516662696654336e+16;5.1207392948381325e+17;1.0419415563337159e+19;2.1201035718402376e+20; 59.046999;224.90041851859098;1007.3696376760017;4851.791753047701;24297.29035740498;124732.28022546142;651758.6964979778;3452406.177533739;18490752.493604887;99951005.37550783;544518600.0202419;2986379087.008055;16473323042.875668;91323393788.33568;508461950579.1909;30.818001000000002;120.385425810167;420.9505442809001;1646.1331159858107;6584.853596065094;27102.26696021386;113616.84627359714;483734.2378165106;2085230.6124621627;9081690.716883326;39891956.72904609;176484059.85332406;785479626.3722986;3513775587.5437517;15786915002.722557; 36.500002;136.42681407777997;500.99357295653726;2018.0712036622492;8425.637757299679;36258.55185499395;159523.3685063423;714305.4980862491;3244128.8496994763;14905840.336617213;69150900.20004955;323403497.39284116;1522848535.785922;7212702501.628939;34333130798.57049;  -1.90739;81.060551377756;68.28516046000195;487.39481192079586;966.3660991511828;4115.766335620689;11562.104522452722;42557.85077058615;137685.2830961497;489273.11932957155;1676782.7920254432;5942127.120111512;20887142.06295509;74376245.61742891;264735616.86186898;288.17000199999995;3887.4660714942797;60119.54693491344;1027351.6139447066;18725931.276255354;354892924.8167019;6882163183.716811;135280183488.32312;2680811330785.6816;53389835717353.17;1066629676368883.2;2.135286823650128e+16;4.280528056268306e+17;8.589300450789447e+18;1.7247415953700507e+20;  2.307001;80.234243087167;100.18789773782954;525.5376649797444;1261.0552264779424;4858.7638221070165;14955.086874819097;53731.14312251695;182168.62690459276;650402.6767466092;2296713.3356860704;8266471.1108229365;29773833.239247587;108136307.35054587;393823952.85237163;  2.535003;80.462301953891;98.70144283521662;525.5102696750885;1237.7438911588524;4812.116405774881;14625.486394254658;52642.14593958433;177033.8381510739;630757.2705520483;2214197.709371955;7940191.257386504;28455888.20237525;102915067.20043676;373082641.39702505;1.8380009999999998;80.499937930167;90.81323486797845;516.1019103465013;1158.315682352158;4627.398986774368;13721.323522516208;49833.59571987194;165552.6750796715;590497.7501657775;2058681.992891425;7367435.923439969;26274327.052330405;94713545.0277202;341874972.7128697;  1.896001;80.51765377116699;91.33485290673364;517.0596371966922;1164.3982243003493;4646.139773200102;13806.401543016436;50145.05870821086;166832.5766543522;595428.9167009849;2078304.1413387565;7443956.64068989;26575046.59056361;95886735.73449224;346455049.7346291; 12.478001;87.09792506716701;193.78104928232776;751.7915689940879;2415.756524527206;8845.300697553252;31741.5955802974;118203.7191928335;443162.7168205624;1686815.1973496766;6474167.902250409;25062350.949292917;97647303.00788915;382625819.4540069;1506357011.8049684
CHEMBL3797437;        30;      40.3;   144.055;510.58295799999996;1993.42494758;8124.911452402999;34283.806367306715;148240.88257079388;652581.1193029851;2910999.8440936124;13114697.67092275;59534068.60163016;271853231.9497568;1247192945.21415;5743404696.283448;26530501548.691216;     13.79;101.88469999999998;208.486541;911.1486664299999;3043.3461319189;12485.93882069903;49212.151322322825;205605.50584702776;861073.6263542235;3679676.8345371936;15832543.480728602;68739227.41601068;300006111.3951939;1315685966.1596944;5789753660.129731;10.419999999999996;   97.8338;167.36123200000003;774.7535499799999;2318.4099268472005;9337.362555316362;34215.27809563677;136708.26384592062;539548.0336642793;2189998.84019708;8919586.589873921;36737595.229552165;152010947.91292894;632451022.9098923;2640270985.1846004;  1.737997;89.41683304686298;93.3438487570797;556.453403662448;1205.519516686822;4893.707111958032;14065.189829186595;50729.6963041189;162782.37622337652;567450.1731627982;1903515.728867501;6588603.371788306;22539614.06337961;78096451.91521086;269851793.77813846;51.16000000000001; 628.54145;9292.323153249998;175840.09215419373;3502555.7129280046;70834787.0960624;1438149965.5435355;29230469950.307415;594293407716.0894;12083830048860.11;245708172269664.12;4996178463259247.0;1.0159147973543965e+17;2.065746050275621e+18;4.200458202143621e+19;   70.5448;262.372317339024;1134.4033905831645;5264.97667419394;25485.725520784184;126982.53449278217;646427.3065347822;3346135.344916178;17552784.213060208;93074813.77655213;497918847.26120526;2683253757.8614316;14548303386.19459;79283637386.76328;433938814994.4928;34.57899999999999;132.50813653955598;434.9148535291512;1625.0311513992215;6244.779346479739;24843.035810924033;100963.74861477403;417280.8165501086;1746311.7773015997;7379593.135456955;31422972.407455187;134616681.60209703;579541056.7088362;2505074378.3643517;10864576151.8863; 44.600002;156.53375655000198;558.6982360154943;2189.2747444788065;8964.539110798678;38027.94872823707;165629.49992218707;736327.984473807;3326333.385866362;15218938.1098984;70347891.08400935;327909071.6908135;1539108005.0593677;7266305345.520335;34474938382.76469;-1.3893379999999997;88.435904641052;63.583321249848986;486.57457731657126;850.1865041900511;3710.4166623807314;9298.865425224689;33476.15372812895;97576.98827774709;327967.54458412796;1018399.6225808106;3345023.3608253077;10673337.114929171;34833231.22589824;112540961.55956058;363.206003;5000.106160793612;77965.32186656007;1354809.4478336675;25630570.8892469;515687551.7226461;10828046228.591856;234103018359.0555;5165264656411.85;115647108237820.0;2617955352517226.5;5.978065421786467e+16;1.3748427654199872e+18;3.181010294259645e+19;7.398522695985102e+20;1.5469999999999997;88.23465804955602;87.28604801817892;503.5454321678995;1040.937443700586;4037.384496595887;11069.573668296784;37969.00768039561;115965.64998441435;383540.59134177834;1221858.714845513;4006602.1783424364;12991195.628892569;42590641.788396694;139247505.45461196;2.0120050000000003;88.232520591391;89.23780812413203;506.4864939349869;1051.1890785327453;4073.321526797925;11175.310996629516;38383.60600193804;117306.8251416972;388554.25051300705;1239027.9857282229;4068598.7303118394;13207551.712347215;43358027.00754114;141932424.3701952;  1.599001;88.30751978644497;84.94690573316429;502.13347197396183;1008.7058471153894;3979.2907545393405;10697.545254648043;36956.2379457663;111519.82994393323;369264.7971243311;1167328.3885849377;3820950.4702324066;12319585.505081287;40263326.63760878;131018581.4569771;     1.684;88.32145624555602;85.65142441187515;503.1374500902199;1015.3285486975394;3996.6026044490914;10773.131180676233;37199.51504660766;112445.48728113844;372439.2664782156;1178806.0472913426;3860944.425256749;12461122.045423547;40757146.828643054;132747570.71851547;11.668000000000003;93.39763932755602;173.4793556716453;660.2529777717542;1901.8336345923362;6545.424936981563;21466.97733918193;73661.73069443295;251845.68847099796;873212.5019589667;3037599.9887595787;10631211.70863431;37335247.788244516;131581094.63356647;464979708.5477565
