       mol;    enlace;       Std;       Dip;      Dip2;       Hyd;      Pols;       Mol;       Pol;       Van;       Gas;       Ato;        r2;      pi2h;       b2h;       b2o;       l16
       7.0;      14.0;       0.0;       0.4;      0.45;  -0.45655;     6.015;     2.463;    1.0125;      1.65; -0.154666;    13.009;     0.069;    0.1325;    0.2705;    0.2715;    0.5335
       7.0;      15.0;      1.45;       0.0;       0.0; -0.061983;       0.0;  2.237167;  0.884167;  1.416667;   0.01036; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
       7.0;      16.0;      1.46;      0.68;       0.0;    0.0851;       0.0;  2.030333;  0.985667;  1.133333; -0.005777;  8.007333;  0.089667;  0.045667;  0.003667;  0.006667;  0.357667
       7.0;      17.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.042261; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       7.0;      18.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.042261; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       7.0;      19.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.060172;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
       7.0;      20.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.06211;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
       7.0;      21.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.06211;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
       7.0;      22.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.060172;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
       8.0;       1.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.450409; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
       8.0;       2.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.048219; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       8.0;       3.0;       1.4;       0.0;       0.0;  0.362467;       0.0;  2.568667;     1.264;  1.133333;  0.120337;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
       8.0;       4.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.012609; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       8.0;       5.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667;  0.013456; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
       8.0;       6.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.012609; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       8.0;       7.0;       0.0;       0.4;      0.45;   -0.3806;     6.015;    2.3305;    1.0125;      1.65; -0.165565;    13.009;     0.069;    0.1325;    0.2705;    0.2715;    0.5335
       8.0;       8.0;       1.4;       0.4;      0.45; -0.447567;     6.015;    2.7555;  0.932667;  1.366667; -0.153092; 11.007167;     0.129;  0.166167;    0.2705;    0.2715;     0.492
       8.0;       9.0;       0.0;       2.8;       2.0;  0.555433;     32.09;      9.26;  4.179667;  2.366667; -0.027629; 36.070667;     0.424;  0.651667;     0.071;     0.069;     1.162
       8.0;      10.0;      1.45;       0.0;       0.0; -0.015217;       0.0;    3.4255;  1.126667;  1.416667;  0.019468; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       8.0;      11.0;      1.28;       0.0;       0.0;   0.20955;       0.0;     3.909;     1.352;       1.7; -0.039485;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
       8.0;      12.0;      1.45;       0.0;       0.0;  0.177333;       0.0;  3.322167;     1.308;  1.416667; -0.032768; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       8.0;      13.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.011321; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       8.0;      14.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.025156; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       8.0;      15.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;   0.04841; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       8.0;      16.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.451312; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
       8.0;      17.0;       1.4;       0.0;       0.0;  0.362467;       0.0;  2.568667;     1.264;  1.133333;  0.110067;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
       8.0;      18.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.446319; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
       8.0;      19.0;       1.4;       0.0;       0.0;  0.247233;       0.0;  2.344333;     1.264;  1.133333;  0.078419;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
       8.0;      20.0;      1.89;      1.48;      1.42;    0.9116;       0.0;     9.987;     3.645;  2.466667;  -0.02536; 83.907667;     0.256;  0.194667;    -0.011;       0.0;     1.305
       8.0;      21.0;       1.4;       0.0;       0.0;   0.14505;       0.0;     2.735;      1.58;  1.416667;  0.002927; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       8.0;      22.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.048219; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       8.0;      23.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.450409; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
       8.0;      24.0;       1.4;       0.0;       0.0;  0.362467;       0.0;  2.568667;     1.264;  1.133333;  0.120337;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
       8.0;      25.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.435119; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
       9.0;       1.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.457065; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
       9.0;       2.0;       1.4;       0.0;       0.0;  0.181233;       0.0;     2.319;     1.264;  1.133333;  0.067592;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
       9.0;       3.0;       1.4;       0.0;       0.0;  0.181233;       0.0;     2.319;     1.264;  1.133333;  0.081407;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
       9.0;       4.0;       2.1;      1.29;       0.0;    0.8857;       0.0; 15.054667;     6.047;  2.666667; -0.021104;130.907667;     0.593;  0.231667;       0.0;       0.0;     1.798
       9.0;       5.0;       1.4;       0.0;       0.0;   0.07905;       0.0;  2.709667;      1.58;  1.416667;  0.005153; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       9.0;       6.0;       1.4;       0.0;       0.0;   0.07905;       0.0;  2.709667;      1.58;  1.416667;  0.005153; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
       9.0;       7.0;       2.1;      1.29;       0.0;    0.8857;       0.0; 15.054667;     6.047;  2.666667; -0.021104;130.907667;     0.593;  0.231667;       0.0;       0.0;     1.798
       9.0;       8.0;       1.4;       0.0;       0.0;  0.181233;       0.0;     2.319;     1.264;  1.133333;  0.067592;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
       9.0;       9.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.457065; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
       9.0;      10.0;       1.4;       0.0;       0.0;  0.181233;       0.0;     2.319;     1.264;  1.133333;  0.081407;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
       9.0;      11.0;       2.1;      1.29;       0.0;    0.8857;       0.0; 15.054667;     6.047;  2.666667;  -0.00318;130.907667;     0.593;  0.231667;       0.0;       0.0;     1.798
      10.0;       1.0;      1.22;       2.4;       2.4;  0.390533;     17.07;     2.058;  1.019667;  2.116667; -0.145761; 20.002667;    -0.041;       0.2;  0.284667;  0.289333;     0.495
      10.0;       2.0;       0.0;      2.95;       0.8;  0.231333;     12.65;    5.4645;  1.950667;  1.466667;  0.115393; 20.037167;     0.165;   -0.0755;  0.034667;  0.037833;     0.629
      10.0;       3.0;       1.4;       0.4;      0.45;    -0.199;      1.08;     2.282;     0.772;       1.1;  0.027587;  8.672667;  0.073333; -0.062333;  0.168333;  0.168667;  0.133333
      10.0;       4.0;       0.0;       0.0;       0.0;    0.1755;     13.73;  4.735167;  1.821333;  1.433333; -0.064119;   20.7025;  0.280333;  0.192833;     0.191;  0.200167;  0.918667
      10.0;       5.0;      1.48;       0.4;      0.45;  0.005367;      1.08;  2.295333;  0.953333;       1.1; -0.047227;  8.672667;  0.175333;     0.132;     0.107;  0.112667;  0.497667
      10.0;       6.0;       1.4;       0.4;      0.45; -0.241367;      1.08;  2.608667;     0.772;       1.1;  0.044892;  8.672667;     0.189;     0.073;  0.075333;       0.1;  0.289667
      10.0;       7.0;       1.4;       0.0;       0.0;  0.233017;       0.0;  3.030667;      1.58;  1.416667;  0.004987; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      10.0;       8.0;       1.4;       0.0;       0.0;  0.252467;       0.0;  2.804333;     1.264;  1.133333;  0.025408;  8.007333;      0.16;     0.074;  0.006333;     0.006;     0.456
      10.0;       9.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.047896;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      10.0;      10.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.056867;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      10.0;      11.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.032534; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
      10.0;      12.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.032572; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
      10.0;      13.0;       1.4;       0.0;       0.0;     0.197;       0.0;  2.897333;     1.264;  1.133333; -0.003141;  8.007333;       0.2;  0.080667;  0.012667;     0.012;     0.496
      10.0;      14.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.057966;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      10.0;      15.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.06159;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      10.0;      16.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.056894;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      10.0;      17.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.023839; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
      10.0;      18.0;      1.22;       2.4;       2.4;  0.390533;     17.07;     2.058;  1.019667;  2.116667; -0.130914; 20.002667;  0.032667;  0.344667;  0.302333;  0.326333;     0.495
      10.0;      19.0;       1.4;       0.4;      0.45;    -0.199;      1.08;     2.282;     0.772;       1.1;  0.033679;  8.672667;     0.147;  0.082333;     0.186;  0.205667;  0.133333
      10.0;      20.0;      1.33;       0.4;      0.45; -0.132033;      1.08;     1.857;  0.851833;  1.383333; -0.053242;   10.6745;  0.073333;  0.107667;  0.217667;  0.218333;  0.382833
      10.0;      21.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667;   0.01902; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
      10.0;      22.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.037923; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      10.0;      23.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.037923; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      10.0;      24.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.05958;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      10.0;      25.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.062087;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      10.0;      26.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.062087;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      10.0;      27.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.05958;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
      11.0;       1.0;      1.22;       2.4;       2.4;  0.020133;     17.07;    1.8905;  1.019667;  2.116667; -0.132293; 20.002667; -0.078667;     0.295;  0.265333;  0.264667;     0.365
      11.0;       2.0;      1.36;      0.86;       0.7; -0.126967;     4.615;    2.2115;  0.769167;  1.341667; -0.106316; 12.003167; -0.030667;    0.0175;  0.036833;  0.038667;      0.05
      11.0;       3.0;      1.46;       0.0;       0.0; -0.047433;       0.0;  2.838667;  1.082667;  1.133333;  0.143552;  8.007333;  0.022333; -0.041333; -0.068667; -0.074333;     0.078
      11.0;       4.0;      1.43;      0.86;       0.7; -0.058375;     4.615;    1.1865;   0.58375;       1.2; -0.170759;  11.00225;   0.05375;   0.11025;   0.11475;   0.12475;   0.29075
      11.0;       5.0;      1.52;      0.68;       0.0;  0.021158;       0.0;  1.813667;   0.89725;  0.991667;  0.066041;  7.006417;   0.10675;  0.051417;   0.00925;   0.01175;   0.31875
      11.0;       6.0;      1.52;      0.68;       0.0;  0.021158;       0.0;  1.813667;   0.89725;  0.991667;  0.066041;  7.006417;   0.10675;  0.051417;   0.00925;   0.01175;   0.31875
      11.0;       7.0;      1.52;      0.68;       0.0;  0.021158;       0.0;  1.813667;   0.89725;  0.991667;   0.06311;  7.006417;   0.10675;  0.051417;   0.00925;   0.01175;   0.31875
      11.0;       8.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;   6.8e-05; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      11.0;       9.0;       1.4;       0.0;       0.0;  0.226567;       0.0;     2.454;     1.264;  1.133333;   0.06741;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      11.0;      10.0;       1.4;       0.0;       0.0;   0.07905;       0.0;  2.709667;      1.58;  1.416667;  0.002234; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      11.0;      11.0;       2.1;      1.29;       0.0;    0.8857;       0.0; 15.054667;     6.047;  2.666667;  -0.02133;130.907667;     0.593;  0.231667;       0.0;       0.0;     1.798
      11.0;      12.0;       1.4;       0.0;       0.0;  0.181233;       0.0;     2.319;     1.264;  1.133333;  0.067385;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      11.0;      13.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.457072; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
      11.0;      14.0;       1.4;       0.0;       0.0;  0.181233;       0.0;     2.319;     1.264;  1.133333;  0.081496;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      11.0;      15.0;       2.1;      1.29;       0.0;    0.8857;       0.0; 15.054667;     6.047;  2.666667; -0.003079;130.907667;     0.593;  0.231667;       0.0;       0.0;     1.798
      11.0;      16.0;       1.4;       0.0;       0.0;  0.181233;       0.0;     2.319;     1.264;  1.133333;  0.083687;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      11.0;      17.0;      1.36;      0.86;       0.7; -0.028517;     4.615;  1.875333;    0.9505;  1.341667; -0.176243; 12.003167;     0.067;  0.126167;    0.1055;     0.113;     0.388
      11.0;      18.0;      1.36;      0.86;       0.7; -0.028517;     4.615;  1.875333;    0.9505;  1.341667; -0.176243; 12.003167;     0.067;  0.126167;    0.1055;     0.113;     0.388
      11.0;      19.0;       1.4;       0.0;       0.0;  0.226567;       0.0;     2.454;     1.264;  1.133333;   0.06741;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      11.0;      20.0;       1.4;       0.0;       0.0;  0.181233;       0.0;     2.319;     1.264;  1.133333;  0.083687;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      11.0;      21.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;   6.8e-05; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      11.0;      22.0;       1.4;       0.0;       0.0;   0.07905;       0.0;  2.709667;      1.58;  1.416667;  0.002234; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
      11.0;      23.0;       2.1;      1.29;       0.0;    0.8857;       0.0; 15.054667;     6.047;  2.666667;  -0.02133;130.907667;     0.593;  0.231667;       0.0;       0.0;     1.798
      11.0;      24.0;       1.4;       0.0;       0.0;  0.181233;       0.0;     2.319;     1.264;  1.133333;  0.067385;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      11.0;      25.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.457072; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
      11.0;      26.0;       1.4;       0.0;       0.0;  0.181233;       0.0;     2.319;     1.264;  1.133333;  0.081496;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
      11.0;      27.0;       2.1;      1.29;       0.0;    0.8857;       0.0; 15.054667;     6.047;  2.666667; -0.003079;130.907667;     0.593;  0.231667;       0.0;       0.0;     1.798
