mol;Class(50);u0;u(Std)1;u(Std)2;u(Std)3;u(Std)4;u(Std)5;u(Std)6;u(Std)7;u(Std)8;u(Std)9;u(Std)10;u(Std)11;u(Std)12;u(Std)13;u(Std)14;u(Std)15;u(Dip)1;u(Dip)2;u(Dip)3;u(Dip)4;u(Dip)5;u(Dip)6;u(Dip)7;u(Dip)8;u(Dip)9;u(Dip)10;u(Dip)11;u(Dip)12;u(Dip)13;u(Dip)14;u(Dip)15;u(Dip2)1;u(Dip2)2;u(Dip2)3;u(Dip2)4;u(Dip2)5;u(Dip2)6;u(Dip2)7;u(Dip2)8;u(Dip2)9;u(Dip2)10;u(Dip2)11;u(Dip2)12;u(Dip2)13;u(Dip2)14;u(Dip2)15;u(Hyd)1;u(Hyd)2;u(Hyd)3;u(Hyd)4;u(Hyd)5;u(Hyd)6;u(Hyd)7;u(Hyd)8;u(Hyd)9;u(Hyd)10;u(Hyd)11;u(Hyd)12;u(Hyd)13;u(Hyd)14;u(Hyd)15;u(Pols)1;u(Pols)2;u(Pols)3;u(Pols)4;u(Pols)5;u(Pols)6;u(Pols)7;u(Pols)8;u(Pols)9;u(Pols)10;u(Pols)11;u(Pols)12;u(Pols)13;u(Pols)14;u(Pols)15;u(Mol)1;u(Mol)2;u(Mol)3;u(Mol)4;u(Mol)5;u(Mol)6;u(Mol)7;u(Mol)8;u(Mol)9;u(Mol)10;u(Mol)11;u(Mol)12;u(Mol)13;u(Mol)14;u(Mol)15;u(Pol)1;u(Pol)2;u(Pol)3;u(Pol)4;u(Pol)5;u(Pol)6;u(Pol)7;u(Pol)8;u(Pol)9;u(Pol)10;u(Pol)11;u(Pol)12;u(Pol)13;u(Pol)14;u(Pol)15;u(Van)1;u(Van)2;u(Van)3;u(Van)4;u(Van)5;u(Van)6;u(Van)7;u(Van)8;u(Van)9;u(Van)10;u(Van)11;u(Van)12;u(Van)13;u(Van)14;u(Van)15;u(Gas)1;u(Gas)2;u(Gas)3;u(Gas)4;u(Gas)5;u(Gas)6;u(Gas)7;u(Gas)8;u(Gas)9;u(Gas)10;u(Gas)11;u(Gas)12;u(Gas)13;u(Gas)14;u(Gas)15;u(Ato)1;u(Ato)2;u(Ato)3;u(Ato)4;u(Ato)5;u(Ato)6;u(Ato)7;u(Ato)8;u(Ato)9;u(Ato)10;u(Ato)11;u(Ato)12;u(Ato)13;u(Ato)14;u(Ato)15;u(Ab-R2)1;u(Ab-R2)2;u(Ab-R2)3;u(Ab-R2)4;u(Ab-R2)5;u(Ab-R2)6;u(Ab-R2)7;u(Ab-R2)8;u(Ab-R2)9;u(Ab-R2)10;u(Ab-R2)11;u(Ab-R2)12;u(Ab-R2)13;u(Ab-R2)14;u(Ab-R2)15;u(Ab-sumA2H)1;u(Ab-sumA2H)2;u(Ab-sumA2H)3;u(Ab-sumA2H)4;u(Ab-sumA2H)5;u(Ab-sumA2H)6;u(Ab-sumA2H)7;u(Ab-sumA2H)8;u(Ab-sumA2H)9;u(Ab-sumA2H)10;u(Ab-sumA2H)11;u(Ab-sumA2H)12;u(Ab-sumA2H)13;u(Ab-sumA2H)14;u(Ab-sumA2H)15;u(Ab-sumB2H)1;u(Ab-sumB2H)2;u(Ab-sumB2H)3;u(Ab-sumB2H)4;u(Ab-sumB2H)5;u(Ab-sumB2H)6;u(Ab-sumB2H)7;u(Ab-sumB2H)8;u(Ab-sumB2H)9;u(Ab-sumB2H)10;u(Ab-sumB2H)11;u(Ab-sumB2H)12;u(Ab-sumB2H)13;u(Ab-sumB2H)14;u(Ab-sumB2H)15;u(Ab-sumB20)1;u(Ab-sumB20)2;u(Ab-sumB20)3;u(Ab-sumB20)4;u(Ab-sumB20)5;u(Ab-sumB20)6;u(Ab-sumB20)7;u(Ab-sumB20)8;u(Ab-sumB20)9;u(Ab-sumB20)10;u(Ab-sumB20)11;u(Ab-sumB20)12;u(Ab-sumB20)13;u(Ab-sumB20)14;u(Ab-sumB20)15;u(Ab-logL16)1;u(Ab-logL16)2;u(Ab-logL16)3;u(Ab-logL16)4;u(Ab-logL16)5;u(Ab-logL16)6;u(Ab-logL16)7;u(Ab-logL16)8;u(Ab-logL16)9;u(Ab-logL16)10;u(Ab-logL16)11;u(Ab-logL16)12;u(Ab-logL16)13;u(Ab-logL16)14;u(Ab-logL16)15
CHEMBL289356;1;14.0;13.880000000000003;55.27120000000001;152.884208;537.37955872;1811.6830406847996;6496.178483477632;23468.62309717842;86832.00376630254;324933.8589993208;1230933.411356557;4702215.997395847;18092929.436835364;70002986.84024239;272080640.63314575;1061343304.3102791;3.5999999999999996;44.16;64.08;313.5168;827.8041599999998;3186.4680959999996;10361.259647999997;37794.92676607999;132132.23383449594;478891.7790232574;1720051.907239116;6253555.833891172;22714158.141011737;82880501.34613752;302601367.5124029;7.3;45.605000000000004;92.39425;372.13441250000005;1137.461245625;4209.92815503125;14564.639087714066;53460.594816340075;193558.174289854;715601.3957473699;2644476.1684058486;9857481.684876675;36821362.97124981;138121808.0425035;519159097.43015534;1.9008929999999995;37.141865373961;32.606948317339715;181.72296221857692;297.69529901344004;1137.6169364885493;2489.242978085864;8091.678641013961;20342.692602865227;61591.969868095;165637.1148647774;486470.6393269083;1352911.0149698523;3925331.394739858;11109303.538837539;101.03999999999999;1846.382;43607.540009250006;1213965.1166762428;36550521.78771568;1141405140.937398;36240759399.488655;1159366673525.105;37215575710469.58;1196468839741178.8;3.849325267481064e+16;1.2388191843930647e+18;3.987451551461372e+19;1.2835488265438112e+21;4.131834680848085e+22;49.81300200000001;248.11315112033395;1524.815094850092;10765.75158523473;83416.14249901773;686863.4080456966;5878679.373295039;51542172.232793495;458702659.2837409;4120203153.747021;37222841237.45899;337498290106.90594;3067097535709.759;27913691303886.86;254280937778030.9;24.681000000000004;88.55356299999998;341.871973605;1450.7353493555709;6496.6233081342925;30281.071829019864;145312.88747469508;712655.5079774274;3552512.8646668033;17927659.116320156;91313654.98917542;468372132.83073753;2415194233.106143;12504419532.697094;64939173896.88796;22.000003;71.508342400001;242.91079738833787;883.9937018577714;3331.773522855111;12880.673582334875;50728.83960397911;202619.1062401139;818116.4851462351;3331448.2503588293;13657473.753944054;56292829.92473316;233048278.03440648;968312420.4311609;4035561686.5659246;-0.676886;36.0915580338;13.120796414300685;154.99080746806496;146.03858791318459;823.2590133872902;1222.515627314185;4916.135186249409;9388.522628487854;31565.65179025592;69669.42120922335;212332.99135949695;509863.6254988073;1472124.0694582253;3714122.2543413313;202.243003;3598.3194231280017;81583.54367398817;2266397.4718207526;71543056.61017124;2416624673.820523;84425417966.54947;2999138307917.7607;107450409401780.11;3866750967661435.5;1.3948109067569762e+17;5.03786758252166e+18;1.8209128217064564e+20;6.584235307749428e+21;2.3813288802907567e+23;1.9490000000000003;36.389552809555994;33.22936811577301;173.8615290497377;300.5762891911397;1089.329153407004;2491.3929812501015;7824.325698033603;20284.164619153475;60261.33062287804;165411.16160118743;481692.8006992851;1358547.6860018875;3933313.3286194303;11246938.399509303;0.8009999999999999;36.203042499999995;24.356237481750004;162.47129239176212;228.54693916293178;942.3177785438829;1869.430675275366;6249.081709381928;14693.759826860733;44591.076740279495;114228.50874968932;331655.7248836224;887772.5866833478;2527945.3620792255;6925276.280533291;0.7069989999999999;36.13075953266701;23.556942622402673;161.72164277731656;223.5186477873978;931.0387547166357;1830.4116712671193;6133.932388085534;14361.689780293405;43561.183845636624;111347.45266913844;322813.4025003948;862852.3585913719;2452851.846725465;6711050.471703626;0.6860010000000001;36.117979136666996;23.437117665842123;161.58508790194367;222.85469543179755;929.496421049673;1825.61098276528;6119.622117987484;14322.149631619412;43437.381073650395;111007.29989504721;321759.92137786647;859901.2455965963;2443892.284078114;6685498.696077429;9.142999999999999;42.61153218655599;93.59380337055592;309.9628460376174;915.6243858766663;2982.551995766241;9614.657242314317;31869.377988030687;106136.6621794417;357324.43204543664;1209404.448449557;4117000.4865018697;14072252.041377328;48277902.13937458;166120566.31279528
CHEMBL111654;1;11.0;11.08;45.351200000000006;130.596208;475.50275872;1682.7488006847998;6366.2140095576315;24409.897105773627;96051.63278824686;382697.70846470713;1542589.1501082033;6262668.357223971;25564871.50474965;104740827.0949499;430254969.7097525;1770589573.9382288;2.8;37.84;56.751999999999995;288.5856;782.0236799999998;3088.5015039999994;10217.470771199996;37876.262927359996;133937.761067008;490518.3480807423;1776325.5032036144;6506769.778546261;23787842.342333633;87324184.55241589;320601835.11187714;6.3999999999999995;39.2;84.11199999999998;344.5824;1093.17184;4169.490559999999;14983.689331199997;56915.83622143999;213731.43517542398;817295.4808473598;3123144.893748613;12013758.641241021;46264447.94918259;178648238.44285417;690533267.9561867;2.252691;30.938353298627003;35.860405794733566;169.5328915616624;354.4608040170634;1271.5973888987808;3420.669560206945;11207.795924253098;33323.305499293114;106218.3069471052;328066.8121052046;1038323.6612421655;3254098.324978335;10287361.661419516;32427805.376148015;76.12;1583.1789500000002;40266.60826975002;1167281.5675834317;35871697.425200954;1131394711.5491784;36092494322.828514;1157166835339.6345;37182846439585.15;1195978461749917.0;3.84857806371034e+16;1.238701007739593e+18;3.987250159524668e+19;1.283509863164463e+21;4.131745553348156e+22;41.819001;220.62007885144502;1421.0128445082748;10374.046364700818;82100.72944995023;684271.7058962396;5893316.125338318;51816397.15678544;461573739.5634445;4145926050.0373783;37439001633.40675;339266733725.283;3081469971702.6523;28031209971045.12;255255668440509.7;20.790999999999997;77.02057099999999;310.89126383499996;1364.8747660834586;6295.071472938768;30051.626647638666;146985.93217936097;731612.0817405141;3688512.5506224125;18774212.236691855;96249059.20061676;496158732.63991;2568587230.9798956;13341817812.886942;69482936633.1458;17.100002;57.607228711112;199.45222681278176;743.8194266308024;2875.17478455083;11422.464402032805;46330.41607575028;191018.31997338386;797853.6643187869;3367161.383400618;14328024.028415222;61371549.68252541;264261193.09123722;1142700477.2171736;4957999656.975063;-0.42125099999999993;30.046939055741003;14.782096076715726;140.80951512526053;176.50811392554382;872.2744418130264;1712.1238852677243;6369.553230339033;15533.951457636229;50763.27990627284;136990.58415824638;422115.646041325;1192919.1012671997;3579626.3277195143;10329313.491344694;162.218002;3073.6611841691124;74690.72284237288;2174714.283903223;70301274.47345619;2399427361.761028;84180853877.7193;2995547087604.229;107395558182240.42;3865871635566492.0;1.394661427175028e+17;5.037595199974795e+18;1.8208590088340908e+20;6.584118659355923e+21;2.3813008401425958e+23;1.554;30.32893;30.800365134000003;158.91539747949;310.13219340594634;1146.5698466872595;2972.1454726251454;9783.480173600181;28421.879426128195;89996.92865932643;273019.61755657167;854149.863322267;2633857.6144682197;8212305.199840118;25482779.73438568;0.413;30.0852845;21.73461124925;146.50161972297013;232.18082096829335;969.8405030892434;2210.8087551162157;7615.3975365911665;20407.364558504327;64936.05477834309;186359.76116624757;574198.05807886;1695582.2112941472;5156710.931194294;15409443.61783968;0.25299900000000003;30.027690256445;20.005026438753518;144.2237902519606;216.0792883378534;932.3220321836367;2049.6102724445122;7143.590435506832;18710.18444801362;59578.056439774686;168348.0654961883;516301.09538119705;1506506.0719535092;4549309.346102051;13455004.441366315;0.24600000000000005;30.016881249999994;19.936080603562502;143.996429950157;215.3559024162016;929.5545854284235;2041.477913758661;7113.523477417193;18619.35721910599;59261.22769885631;167363.61141545346;513010.5934805203;1496140.9308505934;4515572.5415382115;13348365.434798662;7.191;35.261736750000004;80.7987533855625;278.57325500410127;864.2210218224745;2953.19897168145;10054.750041363792;35201.406473659794;124120.04995352909;442221.34478593396;1583899.1326508317;5700037.95463682;20576375.307251483;74459023.86819759;269910748.9092492
CHEMBL472940;1;27.0;34.419999999999995;125.67219999999998;421.607482;1583.3912624199997;6168.2311589802;24920.55467781416;103290.84628492023;436723.9988254994;1874497.2731623237;8138473.0277087;35644935.913139805;157166577.8007521;696561679.5541179;3099487124.96354;13834615925.624956;7.62;94.88419999999999;164.036862;818.2146288200001;2548.9029109102003;10737.148775591526;40600.560657021924;166491.41227212938;668461.0884641361;2744648.4475970976;11241188.01719105;46365968.952003926;191417810.46434936;792518255.4461069;3285427371.233029;3.0;78.26;72.51;432.49940000000004;816.8114999999999;3295.2675860000004;8519.998259;29803.854520340003;88162.66872627;293385.3788934146;918150.7396344627;3007596.7308342564;9638975.872179192;31449913.549603663;101852545.09088495;5.2629980000000005;77.51721559793401;94.4332762503373;443.9623060575428;1002.2145930623819;3604.7513625238853;10368.534729745908;34742.14318261333;109260.51073053334;361030.4965751454;1173740.4118994474;3879878.733529708;12783620.137174023;42376425.22468613;140469287.4061106;91.06;1854.6408000000001;37471.478584000004;814885.22782932;18316753.152297392;422125447.74852496;9912931285.552418;236239983493.42862;5696844596666.592;138710647067974.53;3404483205490782.0;8.41140316490123e+16;2.0896401099341555e+18;5.2149302898586616e+19;1.3063286197873287e+21;87.46559999999998;389.478679451824;2056.1747607490984;12065.789659871603;76605.1688640855;518271.5769640291;3690692.083409743;27354657.655191574;208946183.31305632;1631526323.7995996;12941679131.84116;103804380494.66269;839128286662.4042;6820443164121.011;55649115200505.5;45.194;155.627474;564.0463757059999;2188.854999101538;8826.456632691994;36668.739020342364;155932.19818382175;675674.1374867023;2972670.3661766523;13240873.391808253;59571551.46426717;270210114.5394163;1233824315.4434538;5664651421.490544;26124334611.922794;40.700002000000005;139.38500780000197;477.6920593894528;1774.8318209279353;6839.583303437103;27170.07283527244;110442.7299088471;457221.5921023035;1920603.6509127025;8162207.161012202;35013642.02624094;151333786.9041535;658076339.8811808;2875811003.2804847;12618032422.109621;-1.34588;76.47259482109801;40.37797007763091;382.0588743898019;534.8482456103189;2571.8842196693545;5589.751004070682;20709.475501243993;55040.25408600449;183466.41894397652;532998.0818074294;1703110.0038298517;5143262.970608305;16165273.514841538;49649401.761447646;336.352002;5047.766636906002;92749.3697719442;2044880.9052655208;51721733.52123877;1433809619.81173;42105082156.84947;1281149932722.6287;39843422110821.75;1255965049147620.2;3.992426511136491e+16;1.2757358764654118e+18;4.089750442059778e+19;1.3137559091245757e+21;4.225554046063433e+22;3.5180000000000002;76.56183200000001;79.30252262;422.645056857428;868.4294318601001;3280.580531176772;8950.796574506754;30334.996269999185;92443.19080622167;303782.45654977346;965777.4577316591;3152594.9643381573;10192327.042335587;33268841.285977855;108329446.83750425;1.086;76.589698;54.836206014;397.57945586560203;638.0634525630219;2782.188268500925;6472.65205672325;23080.98499639663;63593.010749326844;209399.92839068876;621630.7545025747;1986115.0344007448;6091304.201768122;19255622.62351927;59912251.93071528;1.2199979999999997;76.26079061389002;56.41931509838317;394.24040537202967;648.2954214412473;2768.0579542026376;6554.569058717312;23131.513517024992;64465.44104430219;211425.97433746618;632142.4875385282;2018412.7709902204;6219319.206958322;19679200.761543352;61437160.27323167;1.2380000000000002;76.26448687500002;56.534478263843745;394.3128754809734;649.0770488350929;2769.1518729789836;6560.9260087790835;23145.80966344521;64526.31293035234;211599.31125494247;632784.9109249447;2020437.8538120587;6226394.98443014;19702389.468158666;61516131.38826928;14.798;85.02814187499999;175.77240081096875;628.5957019629362;1878.008972624399;6435.753054583329;21609.202864962775;75370.05087259646;264111.75094997603;938027.6473282418;3350673.3336122045;12042796.115556113;43453709.216905884;157320727.9873206;570979746.6571753
CHEMBL286080;1;21.0;23.999999999999993;91.89259999999999;296.097594;1112.5311889799998;4264.107826637;17057.14764386342;69817.55965264261;291770.0966929588;1237757.5065810462;5314914.406649396;23040114.732773364;100648808.13302082;442424384.76232946;1954763693.7908206;8673453211.633526;4.5600000000000005;61.18639999999999;75.903408;365.9754576;826.8127141056;3064.692112598144;8812.480754665787;30294.59306222874;95946.43220125434;324338.190435738;1069869.1729029506;3618332.4394147266;12165395.155251253;41332684.781436376;140392864.770254;2.3;59.385000000000005;50.66825;309.6522125;532.016795625;2156.13356803125;5143.638674489062;17715.21071317008;49203.79306907059;159264.88885296666;473913.24088497483;1502216.377862882;4614096.752525909;14552345.352209175;45396205.88524986;0.9745979999999996;58.912173484768005;48.42775263704604;313.9195608736559;550.4302412072964;2279.349347861068;5573.517564980553;19546.196391349466;55381.13582712979;182715.5340000704;553183.1215648712;1788281.3042004001;5586413.770305306;17967976.81096455;57031685.61192614;52.49;948.8662499999999;17344.560440749996;345475.22057892126;6975238.4493435575;141525756.564567;2875739468.994557;58462551065.139046;1188719242860.7678;24171731051258.707;491527090302504.1;9995236132392236.0;2.0325568920548355e+17;4.1332890393421517e+18;8.405277066839445e+19;56.079600000000006;211.80777051104602;924.7904540555955;4326.980141837175;21062.19066349443;105237.6282239674;535976.0265759651;2770905.0786317443;14500980.415801968;76663954.49826077;408801549.4513635;2195825038.4010696;11867990912.652184;64484607351.11217;351966473624.1282;29.234001;101.02604790366698;339.48280781063477;1253.8910182458412;4784.313640372843;18810.848801944492;75567.64178071848;308835.1888778352;1279395.1298403556;5357874.861801705;22634582.156581208;96301882.4516223;412123775.5242573;1772231014.5071468;7651981341.562955;31.900001999999994;108.048896244446;369.6839763227844;1369.1633388545933;5254.707522269375;20763.212251037578;83874.11972470819;344838.7187880678;1437938.1858567498;6064884.014214561;25818671.484670684;110749399.95965469;478041477.7723;2074185196.658274;9039039901.114134;-1.435319;58.492886514327004;27.512707630221666;283.4363405997896;366.71688174533074;1824.738259428807;3744.075971468138;14037.652909053837;35930.41997042477;119903.16751590553;340591.5180363004;1085686.4296372866;3238373.8871862176;10155128.360847272;31007993.64152754;238.181002;2975.9390605884464;41046.455653768295;621811.2486733326;10217382.673077708;179045438.5001434;3289091113.3415112;62429398605.95862;1211129092221.763;23834161678538.387;473404036834252.8;9459413752872570.0;1.8974961692981424e+17;3.8158763637300593e+18;7.686465061122507e+19;1.656001;58.145358972667005;50.426343666099285;301.8932905783623;546.3105604388339;2151.766734959071;5388.056067245807;18295.39861663513;52679.318210129;170403.18995808557;520744.91456197615;1663954.74900754;5221863.49884228;16680596.42820551;53033313.95067495;1.156;58.400133;43.08981475900001;296.04619751853835;473.09870033223297;2010.2294064427367;4613.3121446799705;16171.323744340763;43941.198785097484;142812.1290041409;419216.6377861766;1326312.9206452232;4035079.6293389206;12670071.615272587;39223437.03812495;1.195001;58.30722434066699;43.40893294942922;293.732809073193;470.96474088996587;1982.4790837082967;4556.771220502061;15888.292745265055;43216.01033971414;140070.1729523192;411464.15423222067;1300167.753385458;3957620.186059471;12421261.707784707;38468464.149903096;1.172001;58.286162346667;43.31622163002223;293.38453375460927;470.24737222836137;1979.2599411315068;4550.093857334731;15862.460063069897;43158.345813487;139879.21449433875;411026.66654199874;1298905.264041431;3954888.7768088896;12414750.569255909;38458325.946212575;10.180001;63.25305140966699;119.83761011315752;432.14755935590904;1216.218195689799;4067.0398637396816;13043.599959450294;43896.36169668527;147645.1098035343;504830.1077042674;1735080.7982862939;6008932.82231707;20906774.167685412;73070431.86599247;256276636.64387658
CHEMBL477197;1;25.0;28.299999999999997;120.07780000000001;428.95507;1731.79575602;7214.530503663001;31116.51335795117;137660.69452457424;621971.6154877314;2858642.907458161;13324033.324700184;62820008.34816607;298987097.9302221;1434071566.2788482;6922458696.957183;33592180758.802525;8.06;86.5644;147.11568799999998;651.1984984000001;1820.6242891936001;6856.950323173824;23049.90836438807;85264.66190265237;308809.15743217315;1157009.1225549486;4338776.757223058;16503270.286600223;63054871.569679976;242640357.5403792;937377398.2365888;4.8999999999999995;83.43;114.001;571.8007;1405.7464899999998;5435.642943000001;16873.6914801;61207.43792807;208802.051772649;752085.6839929743;2672873.69436028;9696678.081271004;35166987.03205185;128700963.92914352;472181398.47026575;1.551998;81.03325671525201;97.8304056850744;524.9848203592148;1224.6123412363218;4719.831442858513;14127.86030982945;50147.972243814154;165384.48353970112;578781.8910741803;1988007.9283832768;6982944.571685207;24462128.702095218;86531229.73563844;306547682.9909429;110.38;2168.8609500000002;42407.32845175001;858526.9945683513;17441125.89845393;354734435.79046464;7216870436.7526045;146834922225.78586;2987593391430.584;60788174618653.03;1236859708264375.8;2.516662696654336e+16;5.1207392948381325e+17;1.0419415563337159e+19;2.1201035718402376e+20;59.046999;224.90041851859098;1007.3696376760017;4851.791753047701;24297.29035740498;124732.28022546142;651758.6964979778;3452406.177533739;18490752.493604887;99951005.37550783;544518600.0202419;2986379087.008055;16473323042.875668;91323393788.33568;508461950579.1909;30.818001000000002;120.385425810167;420.9505442809001;1646.1331159858107;6584.853596065094;27102.26696021386;113616.84627359714;483734.2378165106;2085230.6124621627;9081690.716883326;39891956.72904609;176484059.85332406;785479626.3722986;3513775587.5437517;15786915002.722557;36.500002;136.42681407777997;500.99357295653726;2018.0712036622492;8425.637757299679;36258.55185499395;159523.3685063423;714305.4980862491;3244128.8496994763;14905840.336617213;69150900.20004955;323403497.39284116;1522848535.785922;7212702501.628939;34333130798.57049;-1.90739;81.060551377756;68.28516046000195;487.39481192079586;966.3660991511828;4115.766335620689;11562.104522452722;42557.85077058615;137685.2830961497;489273.11932957155;1676782.7920254432;5942127.120111512;20887142.06295509;74376245.61742891;264735616.86186898;288.17000199999995;3887.4660714942797;60119.54693491344;1027351.6139447066;18725931.276255354;354892924.8167019;6882163183.716811;135280183488.32312;2680811330785.6816;53389835717353.17;1066629676368883.2;2.135286823650128e+16;4.280528056268306e+17;8.589300450789447e+18;1.7247415953700507e+20;2.128001;80.20283133716701;99.12134900861079;524.0182290924615;1252.7352681816712;4838.294137120857;14879.126456261729;53514.1575644009;181466.97280805517;648385.0573154831;2290812.543653498;8250916.193242898;29736307.37477273;108070199.0623959;393824328.9378625;1.675;80.71293299999999;88.96562264125001;517.1171414924632;1139.6233942246008;4600.165863990376;13467.935002651959;49033.37507431744;161510.35484832825;575125.0438346859;1992673.265444526;7107068.792904742;25217312.720060028;90543085.0040725;325345796.79745966;1.7830009999999998;80.44272680516701;90.57452418982221;514.950910685649;1155.9837600414564;4615.870974686729;13697.734631674839;49744.28015890362;165384.7136904997;590077.8385028535;2058656.2914916596;7370904.794148229;26303225.150656234;94868146.46863799;342627865.0068059;1.684001;80.388733271167;90.07145749123363;514.1791630654685;1153.1582591282538;4610.652269657883;13689.516707348492;49760.454453517;165603.7232435411;591442.1558352301;2065707.9724406337;7403938.127402914;26450371.330761522;95499904.21033512;345276696.10268706;12.243001000000001;86.73474106716701;191.76730495507778;744.9751822078146;2387.3376224922854;8734.522447626434;31293.38012296449;116405.45954431698;435879.01658341475;1657277.370728657;6353857.166029774;24570984.44403757;95634243.74366394;374357037.3437323;1472308332.4405172
CHEMBL3797437;1;30.0;40.3;144.055;510.58295799999996;1993.42494758;8124.911452402999;34283.806367306715;148240.88257079388;652581.1193029851;2910999.8440936124;13114697.67092275;59534068.60163016;271853231.9497568;1247192945.21415;5743404696.283448;26530501548.691216;13.79;101.88469999999998;208.486541;911.1486664299999;3043.3461319189;12485.93882069903;49212.151322322825;205605.50584702776;861073.6263542235;3679676.8345371936;15832543.480728602;68739227.41601068;300006111.3951939;1315685966.1596944;5789753660.129731;10.419999999999996;97.8338;167.36123200000003;774.7535499799999;2318.4099268472005;9337.362555316362;34215.27809563677;136708.26384592062;539548.0336642793;2189998.84019708;8919586.589873921;36737595.229552165;152010947.91292894;632451022.9098923;2640270985.1846004;1.737997;89.41683304686298;93.3438487570797;556.453403662448;1205.519516686822;4893.707111958032;14065.189829186595;50729.6963041189;162782.37622337652;567450.1731627982;1903515.728867501;6588603.371788306;22539614.06337961;78096451.91521086;269851793.77813846;51.16000000000001;628.54145;9292.323153249998;175840.09215419373;3502555.7129280046;70834787.0960624;1438149965.5435355;29230469950.307415;594293407716.0894;12083830048860.11;245708172269664.12;4996178463259247.0;1.0159147973543965e+17;2.065746050275621e+18;4.200458202143621e+19;70.5448;262.372317339024;1134.4033905831645;5264.97667419394;25485.725520784184;126982.53449278217;646427.3065347822;3346135.344916178;17552784.213060208;93074813.77655213;497918847.26120526;2683253757.8614316;14548303386.19459;79283637386.76328;433938814994.4928;34.57899999999999;132.50813653955598;434.9148535291512;1625.0311513992215;6244.779346479739;24843.035810924033;100963.74861477403;417280.8165501086;1746311.7773015997;7379593.135456955;31422972.407455187;134616681.60209703;579541056.7088362;2505074378.3643517;10864576151.8863;44.600002;156.53375655000198;558.6982360154943;2189.2747444788065;8964.539110798678;38027.94872823707;165629.49992218707;736327.984473807;3326333.385866362;15218938.1098984;70347891.08400935;327909071.6908135;1539108005.0593677;7266305345.520335;34474938382.76469;-1.3893379999999997;88.435904641052;63.583321249848986;486.57457731657126;850.1865041900511;3710.4166623807314;9298.865425224689;33476.15372812895;97576.98827774709;327967.54458412796;1018399.6225808106;3345023.3608253077;10673337.114929171;34833231.22589824;112540961.55956058;363.206003;5000.106160793612;77965.32186656007;1354809.4478336675;25630570.8892469;515687551.7226461;10828046228.591856;234103018359.0555;5165264656411.85;115647108237820.0;2617955352517226.5;5.978065421786467e+16;1.3748427654199872e+18;3.181010294259645e+19;7.398522695985102e+20;1.493001;88.24679533522303;86.77761106208425;502.4545797341112;1035.0303573736085;4017.312461024574;10989.291323033722;37677.5253656096;114880.03280649896;379610.31004329957;1207623.645163026;3955654.365910104;12809547.209232539;41947299.034513436;136978039.63119337;0.543;88.294849;75.418103007;494.78972793280104;929.0317262815109;3835.0941342504625;9932.127028361625;34948.22729019831;103419.18786572643;344431.17294495244;1077423.2008935825;3527888.119193163;11302652.737669818;36871718.10332593;119444203.28904039;1.9170019999999999;88.40758104061199;87.08793856812866;503.2745139460143;1021.1870223773843;3992.1813142097267;10774.541025188937;37071.397120002555;111978.73017099504;369974.8449014003;1169201.7041250435;3821223.597739274;12309743.188749919;40177964.696637206;130597652.6945116;1.9479990000000003;88.410629650723;87.39759940811618;503.870377826835;1024.75845964956;4002.962414294706;10820.23077390515;37227.66345822372;112572.38607177706;372069.14080747;1176823.9783102574;3848200.207231557;12405947.816519303;40516960.9886041;131792538.70704867;11.332000000000003;93.42897407755595;170.2784380748954;652.0234968477707;1860.1898310516517;6389.775534392941;20835.086873091823;71218.33004700135;242371.02098617997;836982.8335479605;2899855.4779580217;10111349.469711527;35383798.55651677;124292913.3560802;437876312.8859209
