mol;pActivity;uato0;uato(Std)1;uato(Std)2;uato(Std)3;uato(Std)4;uato(Std)5;uato(Std)6;uato(Std)7;uato(Std)8;uato(Std)9;uato(Std)10;uato(Std)11;uato(Std)12;uato(Std)13;uato(Std)14;uato(Std)15;uato(Dip)1;uato(Dip)2;uato(Dip)3;uato(Dip)4;uato(Dip)5;uato(Dip)6;uato(Dip)7;uato(Dip)8;uato(Dip)9;uato(Dip)10;uato(Dip)11;uato(Dip)12;uato(Dip)13;uato(Dip)14;uato(Dip)15;uato(Dip2)1;uato(Dip2)2;uato(Dip2)3;uato(Dip2)4;uato(Dip2)5;uato(Dip2)6;uato(Dip2)7;uato(Dip2)8;uato(Dip2)9;uato(Dip2)10;uato(Dip2)11;uato(Dip2)12;uato(Dip2)13;uato(Dip2)14;uato(Dip2)15;uato(Hyd)1;uato(Hyd)2;uato(Hyd)3;uato(Hyd)4;uato(Hyd)5;uato(Hyd)6;uato(Hyd)7;uato(Hyd)8;uato(Hyd)9;uato(Hyd)10;uato(Hyd)11;uato(Hyd)12;uato(Hyd)13;uato(Hyd)14;uato(Hyd)15;uato(Pols)1;uato(Pols)2;uato(Pols)3;uato(Pols)4;uato(Pols)5;uato(Pols)6;uato(Pols)7;uato(Pols)8;uato(Pols)9;uato(Pols)10;uato(Pols)11;uato(Pols)12;uato(Pols)13;uato(Pols)14;uato(Pols)15;uato(Mol)1;uato(Mol)2;uato(Mol)3;uato(Mol)4;uato(Mol)5;uato(Mol)6;uato(Mol)7;uato(Mol)8;uato(Mol)9;uato(Mol)10;uato(Mol)11;uato(Mol)12;uato(Mol)13;uato(Mol)14;uato(Mol)15;uato(Pol)1;uato(Pol)2;uato(Pol)3;uato(Pol)4;uato(Pol)5;uato(Pol)6;uato(Pol)7;uato(Pol)8;uato(Pol)9;uato(Pol)10;uato(Pol)11;uato(Pol)12;uato(Pol)13;uato(Pol)14;uato(Pol)15;uato(Van)1;uato(Van)2;uato(Van)3;uato(Van)4;uato(Van)5;uato(Van)6;uato(Van)7;uato(Van)8;uato(Van)9;uato(Van)10;uato(Van)11;uato(Van)12;uato(Van)13;uato(Van)14;uato(Van)15;uato(Gas)1;uato(Gas)2;uato(Gas)3;uato(Gas)4;uato(Gas)5;uato(Gas)6;uato(Gas)7;uato(Gas)8;uato(Gas)9;uato(Gas)10;uato(Gas)11;uato(Gas)12;uato(Gas)13;uato(Gas)14;uato(Gas)15;uato(Ato)1;uato(Ato)2;uato(Ato)3;uato(Ato)4;uato(Ato)5;uato(Ato)6;uato(Ato)7;uato(Ato)8;uato(Ato)9;uato(Ato)10;uato(Ato)11;uato(Ato)12;uato(Ato)13;uato(Ato)14;uato(Ato)15;uato(Ab-R2)1;uato(Ab-R2)2;uato(Ab-R2)3;uato(Ab-R2)4;uato(Ab-R2)5;uato(Ab-R2)6;uato(Ab-R2)7;uato(Ab-R2)8;uato(Ab-R2)9;uato(Ab-R2)10;uato(Ab-R2)11;uato(Ab-R2)12;uato(Ab-R2)13;uato(Ab-R2)14;uato(Ab-R2)15;uato(Ab-pi2H)1;uato(Ab-pi2H)2;uato(Ab-pi2H)3;uato(Ab-pi2H)4;uato(Ab-pi2H)5;uato(Ab-pi2H)6;uato(Ab-pi2H)7;uato(Ab-pi2H)8;uato(Ab-pi2H)9;uato(Ab-pi2H)10;uato(Ab-pi2H)11;uato(Ab-pi2H)12;uato(Ab-pi2H)13;uato(Ab-pi2H)14;uato(Ab-pi2H)15;uato(Ab-sumA2H)1;uato(Ab-sumA2H)2;uato(Ab-sumA2H)3;uato(Ab-sumA2H)4;uato(Ab-sumA2H)5;uato(Ab-sumA2H)6;uato(Ab-sumA2H)7;uato(Ab-sumA2H)8;uato(Ab-sumA2H)9;uato(Ab-sumA2H)10;uato(Ab-sumA2H)11;uato(Ab-sumA2H)12;uato(Ab-sumA2H)13;uato(Ab-sumA2H)14;uato(Ab-sumA2H)15;uato(Ab-sumB2H)1;uato(Ab-sumB2H)2;uato(Ab-sumB2H)3;uato(Ab-sumB2H)4;uato(Ab-sumB2H)5;uato(Ab-sumB2H)6;uato(Ab-sumB2H)7;uato(Ab-sumB2H)8;uato(Ab-sumB2H)9;uato(Ab-sumB2H)10;uato(Ab-sumB2H)11;uato(Ab-sumB2H)12;uato(Ab-sumB2H)13;uato(Ab-sumB2H)14;uato(Ab-sumB2H)15;uato(Ab-sumB20)1;uato(Ab-sumB20)2;uato(Ab-sumB20)3;uato(Ab-sumB20)4;uato(Ab-sumB20)5;uato(Ab-sumB20)6;uato(Ab-sumB20)7;uato(Ab-sumB20)8;uato(Ab-sumB20)9;uato(Ab-sumB20)10;uato(Ab-sumB20)11;uato(Ab-sumB20)12;uato(Ab-sumB20)13;uato(Ab-sumB20)14;uato(Ab-sumB20)15;uato(Ab-logL16)1;uato(Ab-logL16)2;uato(Ab-logL16)3;uato(Ab-logL16)4;uato(Ab-logL16)5;uato(Ab-logL16)6;uato(Ab-logL16)7;uato(Ab-logL16)8;uato(Ab-logL16)9;uato(Ab-logL16)10;uato(Ab-logL16)11;uato(Ab-logL16)12;uato(Ab-logL16)13;uato(Ab-logL16)14;uato(Ab-logL16)15
CHEMBL376085;6.72124639904717;27.0;15.205833333333333;67.96060902777778;110.67663093113426;351.8519326003014;800.0214154204235;2332.406002770351;6099.085096267098;17497.161004098693;48608.595247919555;139873.93053272035;399437.55331201863;1157087.2616332227;3350610.5236022365;9766442.881408032;28509583.74715762;15.205833333333333;67.96060902777778;110.67663093113426;351.8519326003014;800.0214154204235;2332.406002770351;6099.085096267098;17497.161004098693;48608.595247919555;139873.93053272035;399437.55331201863;1157087.2616332227;3350610.5236022365;9766442.881408032;28509583.74715762;15.205833333333333;67.96060902777778;110.67663093113426;351.8519326003014;800.0214154204235;2332.406002770351;6099.085096267098;17497.161004098693;48608.595247919555;139873.93053272035;399437.55331201863;1157087.2616332227;3350610.5236022365;9766442.881408032;28509583.74715762;0.43062;61.22771354039999;11.135522655432407;239.20664948254526;83.31727060070992;1121.521067627165;588.2219625863105;5731.0719118264815;3974.206519519362;30689.998836920608;25949.309056524617;169120.64761062758;165419.45083223179;949850.5623605307;1037495.5866179304;113.16;2057.4242;39124.10361;818576.79860102;18215189.310986303;424366803.29819524;10211435385.116926;251295043460.4323;6281508878940.603;158750980082711.03;4043690055074847.0;1.0358846394113754e+17;2.6647802474198e+18;6.876392123109589e+19;1.7785686776161855e+21;83.15429999999998;338.86127769;1567.6141329586467;7775.45999192923;40199.65783632559;213559.03545348055;1156859.964203237;6361682.143055927;35412280.73675711;199142406.41716307;1129679361.6461198;6456820160.81171;37148303664.217125;214966441202.69678;1250324478229.21;41.029;126.36134099999998;400.775507221;1379.287565977765;4900.496113828211;17879.907662227415;66506.1745921827;251235.9434739732;960871.989510242;3711631.8713885047;14452052.441037184;56633693.95567262;223074642.58778715;882296580.5506994;3501196209.0342116;45.1;133.40499999999997;418.38775;1407.1340124999997;4902.304669374999;17536.04517503125;63956.35066542344;236806.10449405006;887361.7526479303;3357330.564710976;12802347.752908621;49132873.78283548;189563355.66991156;734595396.359772;2857218341.6453934;-1.7900084200183897;58.978258983654605;-5.102588327000647;218.97625179196882;-23.06117050241536;970.5352271702336;-111.52631153636933;4668.666542109651;-563.2714381293334;23451.296475483952;-2885.7243748370743;120939.76632678109;-14717.401788876465;634953.1274546178;-73907.32415654405;342.25300000000004;4436.198667000001;58753.915534333;794173.7713619767;10939649.931676552;153314197.67055404;2182295795.1304126;31497707126.04343;460264917978.8083;6799738502966.548;101435713967738.0;1526259623343715.2;2.3141398990909024e+16;3.532748594188061e+17;5.426030995125948e+18;3.084;58.613920666666665;23.509274598666668;222.38885419119123;153.84299024266542;1019.7923066709366;989.3768866254009;5147.621961366026;6329.055712212118;27517.355520012028;40337.57252012577;153105.84079335566;256562.55421568893;878482.3572932676;1631048.8345600232;3.2939999999999996;58.71399066666666;20.551226345111115;221.0454651900713;129.0663867907791;1001.9295551188768;810.0286213253581;4973.214654645829;5099.427493160274;26027.7949033901;32116.85226657872;141308.29198737044;202199.78723699405;789355.8311453104;1272703.563545827;1.29;58.4245825;5.905615950468751;216.1966482335822;34.51734455845727;953.5251905531387;201.59698180044427;4560.914354786472;1194.106449925601;22759.487079890278;7158.278197100176;116517.59733877372;43200.90018038831;607047.7130996917;261363.48619601745;2.109;58.69353616666667;9.720009985777777;218.15989981706602;57.18164525517225;969.2120802095865;345.9250556628156;4680.12296170615;2135.715443937838;23639.90232712515;13301.153405504321;122865.06839461249;82993.47845297855;651866.8560084691;517072.7610498032;2.018;58.660654333333326;9.137598539388888;217.85768847604007;53.38169636686478;966.5038521316488;320.42669612747244;4657.595383201938;1963.8156075084719;23462.887209600714;12150.093113642008;121532.31954705773;75359.83858599594;642149.0410311585;466926.0700374447;16.687;69.17211983333333;115.97848555841666;361.1270816520672;834.5730058259144;2422.1014134735415;6359.983046924195;18210.624006906368;50595.8628117141;145507.21612335747;415843.3079238002;1206790.7881959227;3506430.893105013;10271214.418787459;30182308.48673055
CHEMBL227748;6.769551078621726;28.0;15.789166666666665;70.34599791666666;115.1448229681713;364.35961459351125;834.6791204283351;2431.2595924864204;6392.647716427075;18357.162203237305;51204.779879864735;147664.0365085145;423226.0518606219;1229745.158524574;3574702.4413196775;10459106.031062713;30662063.24808006;15.789166666666665;70.34599791666666;115.1448229681713;364.35961459351125;834.6791204283351;2431.2595924864204;6392.647716427075;18357.162203237305;51204.779879864735;147664.0365085145;423226.0518606219;1229745.158524574;3574702.4413196775;10459106.031062713;30662063.24808006;15.789166666666665;70.34599791666666;115.1448229681713;364.35961459351125;834.6791204283351;2431.2595924864204;6392.647716427075;18357.162203237305;51204.779879864735;147664.0365085145;423226.0518606219;1229745.158524574;3574702.4413196775;10459106.031062713;30662063.24808006;0.53652;62.734296950399994;10.016778700821408;244.65736812682857;76.68618991883035;1149.2388264046551;546.8899549695515;5888.985947475984;3721.615535693907;31622.99364644985;24441.40725434927;174708.9597472835;156548.830571855;983568.8230941503;985730.7150614791;99.17;1527.1047;23242.624829000004;379592.83986567;6469300.912044128;114545921.48565248;2092314491.5482085;39165324718.876366;746906453393.3242;14443903126265.121;282233132033060.94;5557705100269617.0;1.1008289815157358e+17;2.1901996441190892e+18;4.3727383874742985e+19;85.81829999999998;348.04557169000003;1601.6770477246469;7904.789413009616;40706.218981866856;215659.35559403902;1166317.0646930963;6408486.438107389;35665042.62304427;200601704.39151147;1138485341.5122855;6511381441.007673;37491366751.433266;217140199042.99457;1264150045289.742;42.09;129.48706199999998;408.044897202;1398.866097747606;4954.477710837012;18040.74560338738;67009.05787476803;252881.40976884318;966463.5507621925;3731297.877444754;14523380.50643064;56899497.46830916;224088198.77868077;886235078.0926933;3516731790.842853;46.80000000000001;138.29499999999996;433.20074999999997;1454.1661124999996;5055.928239375;18054.02134403125;65757.12524272344;243240.50100446006;910883.7764499274;3444917.3999296217;13133321.37378439;50398494.92372752;194450517.95802677;753622925.0144628;2931825557.8018975;-1.7703941015634752;60.97185425791683;-6.088718266756218;225.45990503500462;-26.936486864984815;999.2925907769335;-126.83241292521767;4809.56476805913;-618.4916985313021;24183.00728367601;-3047.9623098584834;124924.51234683083;-14920.2240911202;657508.5165847825;-71600.96860931137;354.26400000000007;4582.462788000001;60564.725891664;817026.7009578794;11234305.23798937;157201241.90638506;2234780376.9569244;32222530966.330822;470485220310.67004;6946513930142.019;103576484278154.78;1557880012824558.5;2.3613123381507572e+16;3.603661982959675e+17;5.533246101002257e+18;3.033;60.63655566666666;23.771163681666668;228.53674965035816;156.6023927230864;1047.1500280919506;1010.0077112821485;5285.809003603514;6473.2386768326305;28273.63091800284;41334.36515181312;157518.794403993;263498.36679205875;905596.0154862677;1679783.4050909467;3.3089999999999993;60.76971566666665;21.58690347011111;227.65489995180738;135.60951925003965;1032.901871721954;852.8262924129796;5139.122012513264;5372.450736672445;26975.824389893707;33856.97417222482;146973.35858744243;213444.86287897473;824428.0245828739;1346676.2992893693;1.2060000000000002;60.397879833333334;5.923937188888889;222.2051722791396;33.63401476395659;979.624587994256;191.17423807895457;4686.382667280035;1103.029743453783;23395.246245083392;6463.960237983466;119865.20593498237;38310.52428183107;625203.20074767;228621.4812179709;2.176;60.74342516666667;11.288114648777777;225.15953695312032;64.94540785615742;1001.4322316717565;386.29959317552715;4842.306814335791;2350.2277268008856;24497.39243862324;14475.37394191207;127587.72687077966;89674.22814387074;678826.3447704546;556634.6226668351;2.075;60.70821133333333;10.675403630388887;224.83682934533172;61.014911667902275;998.5985281413366;360.06561462480846;4818.967693766493;2173.9770422939478;24315.18232361734;13297.231323452042;126220.38423831767;81859.49553991118;668860.2142316778;505198.961632208;16.794999999999998;70.90219783333333;118.15035216041667;368.12773815509314;848.6672622516842;2463.579443439686;6467.08067753643;18527.002860174096;51492.85662061344;148171.44340442333;423660.3755048645;1230150.647201242;3576121.582812586;10481032.981048403;30815404.702495564
CHEMBL3740699;6.318758762624412;38.0;16.786666666666665;88.89722777777777;123.87922779629629;457.40717287766967;921.5574540730237;2956.4524257125863;7130.537903427853;21490.275498264393;56713.50210930054;166507.2104824615;459920.883529143;1337291.1538862425;3782734.329414169;10971650.318265375;31440688.567296125;16.786666666666665;88.89722777777777;123.87922779629629;457.40717287766967;921.5574540730237;2956.4524257125863;7130.537903427853;21490.275498264393;56713.50210930054;166507.2104824615;459920.883529143;1337291.1538862425;3782734.329414169;10971650.318265375;31440688.567296125;16.786666666666665;88.89722777777777;123.87922779629629;457.40717287766967;921.5574540730237;2956.4524257125863;7130.537903427853;21490.275498264393;56713.50210930054;166507.2104824615;459920.883529143;1337291.1538862425;3782734.329414169;10971650.318265375;31440688.567296125;-0.1356000000000002;81.32215092000001;5.3282313261119985;343.38806806907536;28.405622320980484;1738.3590816747653;116.67690582201854;9571.33746919149;226.72294527233646;55385.087903753;-2361.902433754757;331469.16396617936;-41488.32951221352;2033094.0017303722;-442407.6500682309;146.29;2409.1905;40623.376789;726773.14177081;13306660.877118317;247712153.68302083;4668770886.770162;88877912361.64453;1706211506466.7048;32993454211080.05;642091235118388.0;1.2566738131559708e+16;2.4718889569295197e+17;4.88391836099306e+18;9.687601490107272e+19;107.60109999999999;463.2680041300001;2317.6612629301694;12730.745976169273;74435.37485042567;455699.2453400972;2892674.0214718306;18915730.428522144;126809846.9797624;868132799.5259314;6048780276.302113;42769280644.875854;306110368833.6894;2212886071725.889;16127641581967.44;47.201;146.83476100000001;412.3686131090001;1393.0510951021774;4684.0427989999835;16603.716256126503;59650.53412166177;219399.30340789855;817880.4325660276;3091416.5238992767;11805476.137301313;45494325.81355164;176603421.49803975;689795836.0507429;2707975412.777278;63.500000000000014;184.32999999999993;573.2210000000002;1939.59055;6846.132499999998;24887.595697375004;92298.2901675375;347285.5942337377;1320897.9565542461;5065973.011373872;19557184.556470063;75901040.9731031;295853741.3700941;1157400034.0120084;4541789300.535217;-2.033016167334546;79.46287094510001;-2.4058063769506646;315.3732767037966;-6.567485101218355;1468.2380882468963;-29.816327702861567;7300.717438863495;-180.6960909387273;37625.37270946533;-1204.4856716368831;198421.0392430551;-8116.949664255073;1063513.4543824294;-53878.984776025354;509.28500000000014;7312.884097;116593.25100938298;2149724.446055587;46752163.05227137;1175217678.281918;32641184105.13114;960490601106.5791;29130117681738.547;896877259469521.5;2.781798887278738e+16;8.659247242825567e+17;2.7002158702431343e+19;8.427379145443472e+20;2.63131259097935e+22;2.4479999999999995;78.65884333333335;25.716151406888894;314.44533422750214;182.25257173362692;1486.8328521802462;1215.8827381625465;7588.187441922464;7894.525185869536;40540.36937497573;50486.363019340366;223639.58842377164;319977.72492559545;1263946.286164699;2016987.4220583162;4.752999999999999;79.69582366666664;33.15685041166666;325.0751239717621;230.94908474352695;1588.842775583087;1553.4638260170098;8423.149797097363;10254.484446252663;46827.11993607471;66988.81749710791;268885.4900249932;434902.3742906887;1581154.3804896981;2812452.1785755693;1.3960000000000001;78.5152955;9.235726521305557;312.6607179093695;65.66032821846507;1469.7326602088192;426.3793735266738;7409.682787704881;2674.3101472032204;38808.67819179352;16522.337708830804;208262.6207958062;101315.26650317622;1136723.9550041666;618666.651462491;3.8220000000000005;80.19039800000004;27.054451282888888;337.11389725184455;211.19769443648454;1726.3742907459568;1589.3045487711724;9735.602027034583;11778.350380739465;58463.92302035316;86799.85622321868;368126.0800554728;638646.504745812;2407037.542254412;4700485.009686545;3.8520000000000003;80.21937800000002;27.46550809866667;337.4526476803798;214.66140498793771;1730.3229531991522;1616.8636861567634;9775.078535201337;11993.200959751897;58828.35993687361;88465.0441206826;371339.85991672636;651567.5831662177;2434567.9210652583;4801170.6119662905;21.60600000000001;93.34218600000001;161.87414326200002;546.6312766364259;1354.4340778866642;4246.982846513663;12089.409784412572;37482.09791876731;113311.24011681034;354180.25626296777;1103767.6939594673;3492187.007376748;11082810.839968557;35465034.61370592;113956163.75242995
CHEMBL5271361;7.102372908709557;25.0;12.031666666666666;59.901629166666666;89.76151988310185;316.2009313615133;687.5269592854061;2134.4758034344804;5456.700750617804;16263.596819506594;44947.80656969899;132890.25828250192;382453.1986901629;1134998.0667072455;3342207.2051828704;9989386.629823847;29835801.504076812;12.031666666666666;59.901629166666666;89.76151988310185;316.2009313615133;687.5269592854061;2134.4758034344804;5456.700750617804;16263.596819506594;44947.80656969899;132890.25828250192;382453.1986901629;1134998.0667072455;3342207.2051828704;9989386.629823847;29835801.504076812;12.031666666666666;59.901629166666666;89.76151988310185;316.2009313615133;687.5269592854061;2134.4758034344804;5456.700750617804;16263.596819506594;44947.80656969899;132890.25828250192;382453.1986901629;1134998.0667072455;3342207.2051828704;9989386.629823847;29835801.504076812;2.1267999999999994;53.76907418;14.407011188823999;224.44255788340763;99.79248107524711;1123.6918065903296;720.974666334483;6186.857252143754;5316.328309070653;36219.91534281076;39414.79885715847;221681.18218063915;291633.22831218335;1403562.7457610122;2147651.2747924896;83.82999999999998;1538.4685;27571.763287;518538.66802325;9884096.599206414;190340602.67489251;3693171295.689598;72097196249.12383;1414718603802.757;27883558258823.37;551704776146512.56;1.0953079822498876e+16;2.180984870409566e+17;4.3540365963842253e+18;8.711807474635076e+19;70.1551;299.06364913000004;1454.5798984629191;7625.659328019618;41857.74293125425;236904.76291617518;1370377.5905832215;8057670.20158022;47985541.17135182;288689388.62690824;1751233902.8913064;10695844302.010162;65696848354.4003;405447938931.222;2512275427249.165;31.697;98.23605500000001;288.50591192900004;974.626418919519;3384.6765337370252;12251.4695386143;45459.245032015264;172558.5049554448;667018.6875772685;2618747.834684595;10416010.559559157;41885968.018493675;169985490.97528946;695127539.0498807;2860597415.9525123;41.849999999999994;122.1625;380.598375;1291.9875312499998;4578.1353084375;16729.641335078122;62441.71780639608;236760.05544655016;908691.3988829596;3521511.0051402743;13755378.85457943;54083719.53905504;213826712.97723854;849382626.9448235;3387697138.321631;-1.3009336031417253;53.095374969729804;0.3522320979638721;213.41810778684263;13.984733715839536;1014.4123658101402;129.633744937352;5229.227414608763;1017.3382314027435;28265.111415082873;7538.457913584033;157563.49871818628;54260.73140570362;897527.4914874656;383159.6384915758;343.65700000000004;5329.773513000001;99975.771933961;2357490.2733493443;67341211.03268586;2160480671.5496864;73379556996.4046;2556061516131.7046;90002563739176.98;3183674711446841.5;1.1283724123903822e+17;4.002604767362073e+18;1.4203407470191957e+20;5.040951430262461e+21;1.789219154297828e+23;1.412;52.362704;15.590102563999999;212.766206431384;114.36191937866752;1030.5694834924868;796.8808357946278;5463.7516474003205;5481.358808132484;30650.370598531994;37500.017199631126;178888.76699613046;255685.98454127886;1075644.5509678053;1739124.4940836693;2.031;52.50085249999999;13.87409114775;212.4472781668771;93.13848493511075;1020.982755244955;615.0123553779081;5336.998672303049;4062.558802411351;29319.958988899984;26900.051993388985;166528.89124807436;178367.02763339074;969200.6181666146;1182993.31187895;0.9370000000000002;52.560398299999996;3.9816612841000008;210.4780879100773;23.08093899572888;995.8734492412053;141.8990070268873;5108.128370827501;918.9140004005759;27457.450497991027;6126.315460776268;152108.26209301356;41277.22967118712;860388.3815410763;278222.00673484406;0.9530000000000001;52.2515405;3.7351626770000004;209.29106412339837;22.2098147441483;990.4082905311876;135.83220932623658;5079.399779241077;835.2654796755302;27276.785676426178;5131.240924943484;150804.39606954798;31451.10160906349;850393.6106257115;192380.4242050185;0.986;52.26550325;4.122941263625;209.3991027497172;24.97455230267832;991.3621076951723;153.89955325134974;5086.947521199273;949.983359449345;27332.47491282227;5850.832974479963;151197.58354166598;35937.643486308756;853088.5998195768;220256.72636860877;12.561000000000002;58.662696;87.61290090825001;303.1621764805165;653.9790270106787;2002.1807304528038;5059.863658461475;14873.052009199131;40549.95460686262;118159.2312320295;335062.0322186823;979368.7341129087;2839553.800003204;8355021.32469489;24560655.77764363
CHEMBL5267203;7.251811972993798;25.0;11.928333333333333;59.74579861111111;89.63013614814814;311.07096034550244;683.1326197951813;2089.811190360033;5386.222447516395;15897.29864775336;44150.701479215975;129840.05047027378;374678.49771162396;1109220.3106794972;3271443.9828435513;9770256.714097887;29214052.40821827;11.928333333333333;59.74579861111111;89.63013614814814;311.07096034550244;683.1326197951813;2089.811190360033;5386.222447516395;15897.29864775336;44150.701479215975;129840.05047027378;374678.49771162396;1109220.3106794972;3271443.9828435513;9770256.714097887;29214052.40821827;11.928333333333333;59.74579861111111;89.63013614814814;311.07096034550244;683.1326197951813;2089.811190360033;5386.222447516395;15897.29864775336;44150.701479215975;129840.05047027378;374678.49771162396;1109220.3106794972;3271443.9828435513;9770256.714097887;29214052.40821827;1.3441999999999998;53.85330506;10.357486215974;221.07692504559262;75.061019073131;1091.1247591999188;574.6987263902133;5946.59802886859;4465.599255631036;34639.19675089877;34539.302645994634;211877.92195181877;264029.9958532249;1344829.2608030597;1992772.2463102506;104.06;1947.7214;35911.639454000004;687659.6157816602;13314076.92852605;259899012.19058713;5103786518.433755;100703842130.93672;1994848601511.243;39648335150509.32;790289189064073.5;1.5791464986897422e+16;3.162187736583341e+17;6.343872112615524e+18;1.2747104880710992e+20;68.7039;294.67063857;1441.369516237191;7581.744843236301;41687.07557222984;236136.47693313682;1366587.9306196587;8038231.525176336;47884945.90639499;288171262.2623645;1748591106.9784386;10682512695.03151;65630336753.78714;405119660430.29333;2510672303338.1064;31.273;97.516103;286.29799680100007;964.8445556310389;3344.971415415851;12089.379106377475;44834.10767279702;170191.88830026405;658258.3007246894;2586752.500281955;10300540.029533602;41472973.48556248;168519493.42657405;689955727.669709;2842446602.028537;41.69999999999999;121.675;378.95925;1282.4374374999998;4524.376473124999;16447.00892359375;61046.32576480781;230165.6857906652;878464.1500288054;3385950.004736406;13157242.223578958;51477563.580735534;202584666.35599014;801283357.5599234;3183296068.7208157;-1.4868314790223316;53.24757365551435;0.4231533744970877;209.96700553697372;16.077856108520173;980.8901045919447;146.4184318799199;4980.358379670504;1141.745401141305;26606.972776129925;8414.205432106311;147116.3351303825;60166.17751568435;833866.9955940843;421690.33265995246;347.64500000000004;5441.477393;102350.21162462901;2402832.169269378;68160701.80238527;2174821755.2358303;73625446861.93524;2560220355226.9863;90072242252986.45;3184834296868562.5;1.1285644465019082e+17;4.002921632919963e+18;1.4203928881782138e+20;5.041037050073354e+21;1.789233190816355e+23;1.568;52.336482;15.439325144;208.50429794489;110.70087895352204;991.7552992810089;760.6306294179369;5178.4129722563575;5191.315796524692;28743.663550778612;35388.875232023434;166766.85655276265;241133.64227119536;1000797.7085249833;1642362.8738707874;2.3539999999999996;52.5537875;14.65131764675;208.69044257188412;96.37856327308663;986.2458788504516;627.3321392674688;5082.928558710945;4091.601998449234;27639.35591635283;26791.40010359434;155961.6498158219;175995.62509526455;904620.2770343422;1158709.0088802725;1.282;52.6794233;5.057724909100001;206.9683548607023;28.4661447186945;962.4596621662535;172.06358345899451;4862.9350715228775;1090.6624453935187;25843.458531113436;7104.454902019664;142067.73047245303;46821.34701436659;799995.3919153165;309463.98177136056;1.2380000000000002;52.344613499999994;4.418048786;205.66882915011936;24.596430427427943;956.305877853743;142.74196200392404;4828.680696009307;833.7901921607707;25616.453967094927;4879.857117132652;140389.40776095947;28622.17771636076;787121.5046919897;168443.16828942476;1.29;52.36081525;4.881933671625;205.79391314187723;27.736165364755863;957.37414079328;162.33308097739004;4836.813767433907;952.7717956780508;25674.02837437214;5594.76360572251;140778.51259064648;32902.04386747301;789670.9802569163;194067.19242948308;12.868;58.969191;88.67813708725001;300.9158179002915;652.4335925619002;1970.8526751410861;4995.074802061075;14556.975454345053;39732.86418653108;115212.29537477778;326831.2752507738;952993.068312483;2763881.471110638;8125125.3088658005;23896037.82338956
