       mol;        µ0;   µ(Std)1;   µ(Std)2;   µ(Std)3;   µ(Std)4;   µ(Std)5;   µ(Std)6;   µ(Std)7;   µ(Std)8;   µ(Std)9;  µ(Std)10;  µ(Std)11;  µ(Std)12;  µ(Std)13;  µ(Std)14;  µ(Std)15;   µ(Dip)1;   µ(Dip)2;   µ(Dip)3;   µ(Dip)4;   µ(Dip)5;   µ(Dip)6;   µ(Dip)7;   µ(Dip)8;   µ(Dip)9;  µ(Dip)10;  µ(Dip)11;  µ(Dip)12;  µ(Dip)13;  µ(Dip)14;  µ(Dip)15;  µ(Dip2)1;  µ(Dip2)2;  µ(Dip2)3;  µ(Dip2)4;  µ(Dip2)5;  µ(Dip2)6;  µ(Dip2)7;  µ(Dip2)8;  µ(Dip2)9; µ(Dip2)10; µ(Dip2)11; µ(Dip2)12; µ(Dip2)13; µ(Dip2)14; µ(Dip2)15;   µ(Hyd)1;   µ(Hyd)2;   µ(Hyd)3;   µ(Hyd)4;   µ(Hyd)5;   µ(Hyd)6;   µ(Hyd)7;   µ(Hyd)8;   µ(Hyd)9;  µ(Hyd)10;  µ(Hyd)11;  µ(Hyd)12;  µ(Hyd)13;  µ(Hyd)14;  µ(Hyd)15;   µ(Mol)1;   µ(Mol)2;   µ(Mol)3;   µ(Mol)4;   µ(Mol)5;   µ(Mol)6;   µ(Mol)7;   µ(Mol)8;   µ(Mol)9;  µ(Mol)10;  µ(Mol)11;  µ(Mol)12;  µ(Mol)13;  µ(Mol)14;  µ(Mol)15;  µ(Pols)1;  µ(Pols)2;  µ(Pols)3;  µ(Pols)4;  µ(Pols)5;  µ(Pols)6;  µ(Pols)7;  µ(Pols)8;  µ(Pols)9; µ(Pols)10; µ(Pols)11; µ(Pols)12; µ(Pols)13; µ(Pols)14; µ(Pols)15;   µ(Van)1;   µ(Van)2;   µ(Van)3;   µ(Van)4;   µ(Van)5;   µ(Van)6;   µ(Van)7;   µ(Van)8;   µ(Van)9;  µ(Van)10;  µ(Van)11;  µ(Van)12;  µ(Van)13;  µ(Van)14;  µ(Van)15;   µ(Gas)1;   µ(Gas)2;   µ(Gas)3;   µ(Gas)4;   µ(Gas)5;   µ(Gas)6;   µ(Gas)7;   µ(Gas)8;   µ(Gas)9;  µ(Gas)10;  µ(Gas)11;  µ(Gas)12;  µ(Gas)13;  µ(Gas)14;  µ(Gas)15;   µ(Ato)1;   µ(Ato)2;   µ(Ato)3;   µ(Ato)4;   µ(Ato)5;   µ(Ato)6;   µ(Ato)7;   µ(Ato)8;   µ(Ato)9;  µ(Ato)10;  µ(Ato)11;  µ(Ato)12;  µ(Ato)13;  µ(Ato)14;  µ(Ato)15;   µ(Pol)1;   µ(Pol)2;   µ(Pol)3;   µ(Pol)4;   µ(Pol)5;   µ(Pol)6;   µ(Pol)7;   µ(Pol)8;   µ(Pol)9;  µ(Pol)10;  µ(Pol)11;  µ(Pol)12;  µ(Pol)13;  µ(Pol)14;  µ(Pol)15; µ(Ab-R2)1; µ(Ab-R2)2; µ(Ab-R2)3; µ(Ab-R2)4; µ(Ab-R2)5; µ(Ab-R2)6; µ(Ab-R2)7; µ(Ab-R2)8; µ(Ab-R2)9;µ(Ab-R2)10;µ(Ab-R2)11;µ(Ab-R2)12;µ(Ab-R2)13;µ(Ab-R2)14;µ(Ab-R2)15;µ(Ab-pi2H)1;µ(Ab-pi2H)2;µ(Ab-pi2H)3;µ(Ab-pi2H)4;µ(Ab-pi2H)5;µ(Ab-pi2H)6;µ(Ab-pi2H)7;µ(Ab-pi2H)8;µ(Ab-pi2H)9;µ(Ab-pi2H)10;µ(Ab-pi2H)11;µ(Ab-pi2H)12;µ(Ab-pi2H)13;µ(Ab-pi2H)14;µ(Ab-pi2H)15;µ(Ab-sumB2H)1;µ(Ab-sumB2H)2;µ(Ab-sumB2H)3;µ(Ab-sumB2H)4;µ(Ab-sumB2H)5;µ(Ab-sumB2H)6;µ(Ab-sumB2H)7;µ(Ab-sumB2H)8;µ(Ab-sumB2H)9;µ(Ab-sumB2H)10;µ(Ab-sumB2H)11;µ(Ab-sumB2H)12;µ(Ab-sumB2H)13;µ(Ab-sumB2H)14;µ(Ab-sumB2H)15;µ(Ab-sumB20)1;µ(Ab-sumB20)2;µ(Ab-sumB20)3;µ(Ab-sumB20)4;µ(Ab-sumB20)5;µ(Ab-sumB20)6;µ(Ab-sumB20)7;µ(Ab-sumB20)8;µ(Ab-sumB20)9;µ(Ab-sumB20)10;µ(Ab-sumB20)11;µ(Ab-sumB20)12;µ(Ab-sumB20)13;µ(Ab-sumB20)14;µ(Ab-sumB20)15;µ(Ab-logL16)1;µ(Ab-logL16)2;µ(Ab-logL16)3;µ(Ab-logL16)4;µ(Ab-logL16)5;µ(Ab-logL16)6;µ(Ab-logL16)7;µ(Ab-logL16)8;µ(Ab-logL16)9;µ(Ab-logL16)10;µ(Ab-logL16)11;µ(Ab-logL16)12;µ(Ab-logL16)13;µ(Ab-logL16)14;µ(Ab-logL16)15;µ(Ab-sumA2H)1;µ(Ab-sumA2H)2;µ(Ab-sumA2H)3;µ(Ab-sumA2H)4;µ(Ab-sumA2H)5;µ(Ab-sumA2H)6;µ(Ab-sumA2H)7;µ(Ab-sumA2H)8;µ(Ab-sumA2H)9;µ(Ab-sumA2H)10;µ(Ab-sumA2H)11;µ(Ab-sumA2H)12;µ(Ab-sumA2H)13;µ(Ab-sumA2H)14;µ(Ab-sumA2H)15
       1.0;      26.0;     32.61;  130.3165;482.508561;2008.56618677;8769.774508148099;39962.14611580244;188145.8380318361;909355.2950778054;4487729.291092259;22515708.889996827;114440579.79147075;587604086.9165175;3041088555.4100976;15836166134.409763;82861367908.3572;      8.22;   90.0276;152.95000799999997;695.3982958400001;2003.4621085152;7780.867435066177;27324.28362478222;105238.89158727392;400201.51525874366;1570825.3981407967;6191635.289598707;24719890.947288103;99199087.59145772;400490669.55861557;1622572637.2670493;      4.85;   87.0575;117.338375;611.2835187499999;1548.1950834375;6191.982631296875;20184.96259502109;76406.2342015876;275406.91905699176;1043096.1038849425;3921745.6669151336;15011843.418841466;57561663.05458747;222386845.54935414;861473921.2656567;-0.6912020000000002;84.922046267402;75.78202432042237;544.465825097887;1162.9709399774572;5149.145988019142;15758.370762100627;61455.93268708646;216241.33229462194;822312.2316485384;3049379.347976074;11598691.925951201;43914574.57510516;167761853.17991504;640954120.287882; 59.928798;232.362485122024;1017.4212239270146;4756.727334076614;23148.165706588155;115922.57369630956;593523.5415386343;3093839.757180837;16370048.728480283;87722611.06080715;475227889.68288445;2598841629.237414;14328679589.789677;79564797080.26845;444557430304.9179;41.93000000000001;   581.945;9043.120536499999;174501.96037789248;3494762.9834803753;70789295.20968598;1437888434.9072585;29229215703.278027;594293803738.051;12084018013698.113;245713494836595.66;4996303601918607.0;1.0159428147249726e+17;2.0658076930095777e+18;4.2005926865076986e+19; 27.565001;116.028186185779;371.0727529003178;1426.6044014342826;5571.364517358209;22788.065549566236;95643.78770317016;411016.8282265794;1798854.287699427;7992398.040529149;35946041.770308934;163280312.0715957;747678977.7887936;3446195568.8015866;15968962895.581348; 36.850002;139.82722777778005;499.5068604098701;1976.3399229361476;8127.0188232837045;34653.59799708959;151857.737156697;680614.6818495163;3107492.1350761736;14408356.573218828;67671804.4101246;321270869.4601184;1538987513.0979815;7427650192.149554;36072474236.57494;  -1.21967;84.32952457178999;70.70158198194278;535.2371273527681;1117.92597643733;5040.535281061943;15354.183147991684;60380.1990040776;212935.95049478766;814163.1560412926;3031160.5749028455;11579779.331962662;44013158.1274736;168751687.18291625;646890637.5805722;278.202003;3367.035376259391;45800.83023179303;690207.5381503971;11300279.236099407;196947499.5498727;3589335416.391375;67463319673.42014;1294793850057.1702;25203743134903.617;495330736792379.3;9799258854092258.0;1.947605252677971e+17;3.8837086546262124e+18;7.763259766146454e+19;  1.664001;84.16421754527902;96.38261464777646;563.7977955173;1369.8419162212756;5657.5810138914985;18482.24627730138;71077.1945226968;259361.92660054777;994619.9361493156;3784774.2171808337;14638344.974350298;56677086.295306414;220784989.5989918;861663169.3399063;  1.542002;84.149107455668;92.5466623497797;555.5514503581363;1308.0782374957064;5443.237702492368;17409.723446356118;66729.61117727382;239978.14190338293;913105.6980619216;3434810.583363148;13162875.347852875;50443988.62619411;194647694.20951623;752300782.2654098;  1.641002;84.32424707266799;91.44272994503656;555.1482956406335;1286.081581300137;5379.433000658896;16989.476263345332;65045.524669823586;231818.7673809467;878398.2846105744;3281317.73640204;12510441.019111566;47659672.542242736;182941651.30501392;703237641.5546646;  1.697001;84.33114386877901;92.07348929939084;556.1890524793073;1293.6718948308912;5402.510655416478;17101.146193081135;65468.62883187094;233652.5282476362;885837.1877726932;3312583.4356959155;12639430.92786365;48195912.8354033;185156373.9702121;712385767.82551;10.469001000000002;88.494970121779;175.77421804693142;724.1165254187948;2289.522394844743;8688.155544351217;32010.40057010165;124217.663951419;486248.1723056358;1941415.4344126708;7828015.242043434;31869473.37896026;130591407.265456;537949202.732038;2224568843.868113;     0.256;84.091290375;79.42961319484375;538.7924183753238;1170.8150157023313;5088.147057515303;15646.135366797316;60602.1176052542;213640.72464639734;810790.746391074;3010904.041636355;11452329.055969749;43414543.92083048;165962482.25162858;634737139.5060046
       2.0;      21.0;27.999999999999993;99.25039999999997;354.127792;1387.5018012799999;5666.351178464;23926.02480027046;103472.55447145201;455534.1690487901;2032388.3445500517;9160006.434766099;41609815.58146837;190192240.99776334;873708312.0320326;4030241755.8978543;18654990015.264523;      9.27;   74.1223;156.96134100000003;740.2933899500001;2588.1346230997;11059.486154002965;44874.18580445796;191772.81623676332;816861.5290011524;3536353.1811919007;15366726.920133548;67222323.68011671;295080996.72184235;1299802577.5048778;5739172066.687182;      8.17;   72.4513;140.63610699999998;663.9095437299999;2154.6392940347;8867.391458550734;33739.35784929224;136835.90182835807;548695.6352070621;2244016.2177668074;9192893.222045055;37956667.968638785;157220390.11321995;653877689.0068297;2726639434.4979444;     2.651;61.015820416418;77.35538297012516;382.07905336767186;913.0491883695379;3437.0805181318633;10411.229817435664;36512.25808980749;120606.95772842817;417839.2609894698;1427815.2947219447;4962095.285468201;17222183.917785335;60195796.0478177;210716000.8287345;56.904303000000006;220.97466562177897;1000.1575117476983;4850.484503716207;24428.68540805892;126086.29219210178;662511.4750173631;3529970.726573875;19022328.451662183;103476178.45232432;567356407.9257895;3131770048.6167874;17386526219.830585;96998833184.2828;543437803068.6526;     49.33; 832.99825;14074.444516749998;263737.2065685213;5073246.515615204;99040282.26227534;1951853568.1365056;38746159047.30021;773740308033.5309;15529052060793.736;313003937479774.44;6331814375345749.0;1.284799125569848e+17;2.6137175631979694e+18;5.328631328560342e+19;28.223001000000004;102.17713837666699;353.06635197527515;1320.2516232845971;5087.262270841916;20117.492270750357;81109.58466226913;332071.8151528424;1376056.2276627303;5756837.928412283;24266729.257239074;102906721.80950487;438486730.20128083;1875601363.2071254;8047796676.967351; 33.000003;113.85695390555696;416.5324439856314;1665.95674032694;6956.174942323923;30006.030931970516;132647.45118547863;597735.6614010438;2734455.137114951;12660186.458144931;59182141.678499855;278827334.80376124;1322103538.7099822;6302389463.060733;30177134909.936886;-0.9704089999999999;60.266691545254986;48.80288136930739;330.61224903700287;613.7015832337785;2551.9305992254167;6578.684807583776;23249.22266089497;68600.40621431878;229129.01122771326;715707.5680714819;2348555.855814117;7524355.069556951;24598659.049414422;79790812.76902466;271.153003;4054.3736185720572;68956.2140581101;1292766.2598373548;25895477.05189086;541372750.0035619;11634262489.966894;254676352203.92398;5648527124801.331;126540542039282.02;2858003639094928.0;6.500137050376753e+16;1.487506407494239e+18;3.42301908669383e+19;7.916970145320698e+20;  1.060001;60.222850035667;63.68188824234283;338.2214897873969;717.218865980362;2672.482611021792;7348.874908418551;24627.602280122475;74639.73123963873;242586.17552220207;763541.7038328808;2465244.5449132347;7885570.321061448;25475740.625501253;82140786.56981233;1.0760030000000003;60.154267293334996;62.262084203061846;338.51711279980503;701.2778934347671;2659.0411690760398;7206.088253546686;24369.39479602587;73366.50171745705;239546.69409328664;752422.2782180338;2436341.649570133;7795685.606462018;25247300.375369184;81533767.67348246;0.6779999999999997;60.171581655612;58.53341877975049;336.6027939436452;670.4158849910474;2613.267026615242;6919.098171128114;23685.77678242787;70409.16004871191;230896.58182399606;720272.9253200704;2334143.989164552;7438837.77019908;24076137.479955316;77548639.07286666;0.6909990000000001;60.16829553016701;58.66062741395981;336.84470988129914;671.9556629533586;2618.2394900027157;6940.657521922918;23762.920851797728;70708.05799099858;231979.7015220725;724279.8628770792;2348573.92074465;7490972.376852064;24262143.342786342;78211097.96569468;8.431999999999999;64.6731985;125.12349342884377;460.42751987861936;1330.5798653373884;4482.687179147413;14530.594977692606;48930.86081051903;164405.78224618424;558815.4035796864;1904611.223155624;6522457.758487647;22393462.936413247;77080676.75269188;265809387.79283658;     0.769;60.21100475;59.802126514;340.68342632067043;688.2923499303716;2681.1698717040344;7172.476879125146;24622.750151826665;73775.59272549914;242984.52677958942;762946.3133613007;2484481.8186890627;7963583.79938721;25902884.544970915;83874607.3135638
       3.0;      27.0;     33.55;125.07829999999997;432.4489569999999;1655.5435398699997;6555.5510786365;26795.517895012046;112136.9964364438;478455.1511880661;2074223.0590160023;9112877.840317233;40487567.80588625;181592725.4701648;821025415.9617939;3737387309.3035192;17111489999.0934;     10.98;95.55959999999999; 164.25588;731.62727472;2001.5338591007999;7489.2499499583355;24225.51249325909;86982.05767185845;300075.5968867767;1073358.8410454916;3806359.483534765;13686071.390572507;49203803.28708053;177995814.3059545;645023170.9596823;     11.62;97.27340000000001;186.652648;815.8763950599999;2453.1275013632;9466.902364855154;33507.896000097535;128437.34980087291;486468.0537953122;1896586.0840682494;7424764.996120567;29443451.16601351;117434107.08813965;471658688.06461096;1902998393.123545;1.7843180000000003;79.4745793568;76.95940899498821;441.7917934227347;868.5602004727492;3371.8813243043896;9001.269328124345;31053.07107801;94752.31064626353;317991.89394223253;1029580.163049961;3456414.2685498795;11509492.04077376;38896022.88531676;131418068.69401464; 78.087301;328.581688263335;1648.3161295992459;9144.25459771762;54503.050026720535;343707.6130177508;2267440.4710697653;15498927.086879414;108880131.74430737;780866006.3270099;5687223364.759971;41896285647.10921;311242485522.9278;2326532974491.6304;17470385856191.059; 68.529999;1120.720780046667;18937.72293375948;349205.8134960423;6561800.113896744;124806335.91907246;2396325228.164118;46400968411.52663;905474298484.1313;17795302066775.207;351983717897726.2;7002196969228366.0;1.4000826995274741e+17;2.811949317428993e+18;5.6694587206490415e+19; 38.248001;137.29895991122302;480.32210163924526;1842.9040109469759;7321.452440554731;29979.56839050808;125432.01783877752;533706.7853342405;2300932.199090904;10024000.82914468;44037320.3480266;194785899.0725529;866399414.4350462;3871550240.750228;17367081965.931053;41.900003999999996;147.61265352778003;521.4139672170242;1997.624716226838;7909.66039382351;32166.40329024074;133373.60524593721;561586.2571627935;2394328.0007474623;10315299.379421761;44838352.875842154;196417611.80991638;866308038.5053215;3844114829.184194;17150431930.549942; -1.124589;78.32739140964102;53.45332983488655;405.9950748237294;657.9636476371821;2867.824729126881;6890.577146240303;24828.575816876553;71656.08311957301;242656.01656341102;760324.0147598569;2534639.80992191;8239686.474684045;27444886.372584447;90764855.47064246;341.665005;5552.855908597447;121257.02583854509;3421274.511296571;113855687.30905993;4137089078.320071;156959732742.74783;6080418325895.992;237945600967898.28;9358084786043876.0;3.689560779412412e+17;1.4564806251255452e+19;5.7532010474400776e+20;2.2732877830675696e+22;8.984025060642344e+23;  2.035001;78.258923868667;80.813761640892;437.4660339149388;903.8121596459777;3430.4616221768824;9516.785282105388;32845.48639097855;103338.33873929246;351142.4450932172;1166211.2941427277;3983196.850491467;13560282.293911407;46680311.26892215;160898089.1858134;2.4310009999999997;78.486180552311;80.85639226714325;440.409644876296;895.6309617992746;3432.7322839334593;9389.97756177541;32532.201666338973;101367.02549886583;344219.9850479754;1135619.941120875;3867856.388804913;13100221.338939384;44934644.3699995;154201212.0114432;1.1119979999999998;78.19464277260602;68.09470820912719;421.8598877044492;770.1084239952111;3117.4934769866095;7980.012003118342;28089.332831087475;84087.84996167396;284630.1724253818;914378.8679943101;3078501.6548273843;10212801.469688045;34509297.529701486;116259103.6177961;1.0690000000000002;78.19145299827201;67.51546998180069;420.8838380463014;762.9600605045533;3096.4304482947623;7882.624765050167;27747.051718700503;82715.63350507768;279589.3561481629;895195.4530322468;3007685.5081694475;9949466.981733786;33542081.324732393;112708170.73000887; 13.999001;85.772838931917;183.0596562869791;663.0255118869516;2020.4210229776586;7007.227265917235;23976.43125759298;85412.25213279395;307722.6709608392;1129101.5376994715;4189450.231047079;15709447.55121045;59374715.82429067;225899491.639387;863974817.7624725;     0.588;78.19152253125;63.84899798854688;416.52994881747105;727.0714456240851;3001.8006285320653;7441.002156672813;26265.467307080744;76842.50993369095;258573.97816920647;816305.102615025;2721577.0301475287;8898630.324550878;29732899.686829425;98870923.31128646
       4.0;      24.0;28.339999999999996;  106.2362;364.972658;1449.0323101;6112.188078995399;27332.74904410944;127504.44882763598;613815.2383975796;3021998.182136346;15114916.41279786;76433240.53252545;389450897.91888505;1994774179.4821398;10254128205.37282;52842256002.54947;      6.32;   74.0896;129.99372799999998;621.6968550400001;2005.4202934271998;8417.815092330497;32824.568785767144;137265.8123529979;569517.3417842604;2412382.4023464182;10242514.720226396;43801072.56684645;187771774.3237522;807283618.6831295;3475865382.206607;      3.75;   72.3675; 93.297375;499.89061874999993;1289.3253484375;5259.448224796875;17498.25828123359;67154.09125017261;245372.25995832996;937852.2506605648;3554456.5707052825;13679688.77203868;52672835.898567155;204023205.7591601;791553052.9204731;  0.970997;66.614170427307;59.15588430021677;378.8804653221344;819.4224157117239;3448.556010266435;10654.120120314332;40309.84412927192;140964.9529748595;522583.6113042012;1902531.5929305982;7043880.240170206;25985197.834731974;96343274.43323539;357034586.9853109;68.18900099999999;270.386157605001;1211.3499749700213;5780.071858822035;28657.80779563416;145886.32792448794;757681.0383558248;3999642.1279882663;21405540.561177917;115928270.20623285;634391822.1764796;3503331830.453027;19502375177.741184;109336602485.86026;616819027395.11;20.310000000000002;  360.8841;5160.059378999999;87840.76221489;1504001.8675667609;25846821.82370791;444362969.410295;7640413750.119467;131372327230.44714;2258877678710.245;38840237912097.47;667837993445650.9;1.1483132563488488e+16;1.974465898975233e+17;3.394993108691534e+18; 34.125001;119.095628111723;397.7172058171466;1480.1815035945763;5711.283751415145;22925.15037344668;94784.34486074583;401847.1004197685;1738830.453656151;7650921.982590594;34124600.11467094;153887620.60154974;700183815.7438312;3208891327.9949255;14792304652.219448; 38.850003;133.04361870555698;468.65637055104844;1803.0336158286932;7260.284443072445;30387.30653188021;131089.4564887167;579349.5124604407;2610014.5909212753;11938918.55160686;55279896.934673734;258467626.70871204;1218057859.6304493;5777164151.097346;27545030532.687912; -1.180064;66.14771726454;47.01098718137913;375.97996864672564;753.3534372980262;3428.2548129590873;10280.497217301587;40108.94364766352;138766.1635094494;520435.91872082575;1887959.917669252;7018842.129096162;25861961.289943937;96014481.84407544;355646710.3630241;282.237004;3662.4621891761676;51702.545316755175;782758.9088599778;12539878.240895431;210059382.07100505;3642948483.477916;64891615684.23256;1180088944476.1042;21810217461666.918;408285958144410.94;7722308354482047.0;1.4729946176830496e+17;2.829537794600283e+18;5.4678799538563826e+19;1.2590000000000001;66.14238070555601;67.05308882712879;396.19009946255096;934.2709407428972;3859.1094972348064;12499.375849899297;47666.300910445745;171659.52092873745;647238.0869253804;2412105.1226493255;9108818.917169167;34339249.52375439;129978847.02892035;492039479.8780779;  1.303004;66.232286424168;65.16593875758025;393.2711165224039;898.9904890614444;3740.7238394318974;11845.767355654318;45037.6226870354;159783.53278953454;598064.8315931315;2203983.533772601;8251941.061868294;30809812.58286733;115601908.11831085;433684194.66971326;1.1730010000000002;66.263102300445;62.79805376695729;392.3614763840086;867.2748922308871;3654.267256770622;11269.201128538536;42738.27064211592;148713.4825487705;551595.3664602934;2002429.9349813345;7415459.799171349;27337430.02047754;101440220.45424156;376222331.2347286;     1.181;66.262821745556;62.98693717568765;392.6701560523636;869.9309779500678;3662.6916797830227;11312.193924782168;42905.20895536404;149445.2399041765;554559.3282013383;2014748.7210746966;7465340.398181403;27539836.133634698;102252666.36372052;379473927.23289645;    10.631;70.88027091855601;138.74299608763877;531.2744036018344;1663.1840529822935;6193.080297292913;22740.62262952658;87572.74264518596;340647.15340733563;1346885.5150359967;5367104.071157085;21533943.400248595;86766497.58667019;350719517.8575073;1420691090.5254188;       0.0;      66.0;      54.0;     378.0;     790.0;    3444.0;   10430.0;   39970.0;  138276.0;  514016.0; 1860100.0; 6879744.0;25279982.0;93525120.0;345534184.0
       5.0;      25.0;31.249999999999996;  126.4669;467.75310499999995;1946.83796661;8499.063680730498;38757.33506923451;182738.36407556292;884949.3432534345;4376938.252281771;22009363.723232742;112107710.62046473;576754255.2007512;2990085139.7467113;15593558924.90247;81692629674.76952;      7.36;    87.288;147.153952;675.9760876800001;1945.8705614976002;7589.653423031041;26703.59960222081;103156.65974337919;393190.31225583877;1546795.3167607528;6108266.136061221;24425808.876044974;98144532.92758721;396639499.7408178;1608244895.5807898;      4.15;   84.5675;112.79537499999999;595.16341875;1503.1670134375001;6041.481982296875;19709.031300721097;74822.75020957761;270166.18409378483;1025363.7848965176;3861249.886017496;14802085.604702992;56824802.17599792;219757373.1441794;851949160.3606308; -0.357502;82.762135962102;76.69935945428122;532.9556658100713;1153.1356578914197;5064.338344197538;15569.976290373043;60646.233110773304;213802.12491141676;813338.1600029679;3019192.2631970104;11490209.123097494;43530185.77708355;166360571.19670454;635813344.0575609; 56.817598;220.10750000682398;968.5400005806554;4559.613014523352;22334.03768052501;112447.85417447104;578118.6670011274;3022747.77294751;16028847.312439399;86025500.19392209;466524513.1624538;2553081998.878597;14083329038.47346;78229252013.83896;437202507849.29376;     52.93; 946.60145;17191.724086749997;344045.6464600013;6963087.81533113;141429187.8517781;2874923681.212008;58453471741.35741;1188558462699.9287;24167862059565.992;491425913825118.06;9992599820591860.0;2.0318849734522832e+17;4.13161452333243e+18;8.401183834005402e+19;26.504001000000002;112.832076685779;364.55335511181784;1410.1157565584685;5526.393379534427;22650.313899223132;95182.190395551;409356.7046676947;1792609.3647791876;7968300.019458651;35851969.91615057;162912191.69649994;746244320.4018437;3440657477.6161194;15947911557.902792;35.15000199999999;134.38181162778;484.614101673412;1936.2106758254106;8026.671659971917;34443.53223639538;151658.71962577;682088.6360823892;3121933.1053974973;14500308.778495263;68184142.59266879;323959719.06433;1552674821.3962967;7496205641.304314;36413015105.86687; -1.312361;82.46761373115099;70.1268444496515;523.9583671829456;1103.2524917200503;4954.268332574246;15163.310204210653;59612.49531983871;210767.03395345205;806408.7375829283;3006359.6788860485;11492380.926245928;43711687.571319416;167662478.54589105;642925625.4898777;266.19100299999997;3220.645935092391;44014.01193631994;668738.726872408;11053722.486362863;194415890.72022238;3571047781.4875865;67547687502.803604;1302993432031.3833;25466371537460.312;502154905925326.6;9962102468156760.0;1.9848103085204086e+17;3.966607645807202e+18;7.94509797180731e+19;1.7460010000000001;82.154354658779;96.28008907791988;553.6145756824924;1356.3817309511815;5580.769740053357;18287.00814503394;70315.54514934742;256916.67938452054;985684.0059308123;3753109.928636433;14520683.90572974;56236306.23185888;219094104.48304227;855092568.525796;  1.442002;82.14283806516801;91.26557611604814;544.6456890014665;1285.1280651566979;5347.012338397963;17107.594898197676;65618.55855146228;236001.8725393046;898290.2632133302;3378710.570712389;12946723.340056019;49598265.86364696;191304217.36783874;738959058.0041977;1.6510019999999999;82.359577601168;91.41883093044245;546.3011145307822;1276.1447542908043;5318.2581827004105;16843.773959132217;64463.67730416999;229986.58818243886;871631.3622576256;3257381.699865258;12420908.64782099;47323636.74906643;181649171.10904396;698217312.2046789;1.6600009999999998;82.34942968177899;91.67692376143276;546.7823152482463;1280.2860524383016;5332.148620258295;16915.214731009346;64749.47699091903;231267.81581113243;876978.3059476832;3280290.1876406563;12516837.614991117;47726687.76468099;183326992.01825172;705187424.8373245; 10.460001;86.867825121779;176.55652747393142;722.8631997808579;2299.1356943426167;8718.360711958847;32159.671129236467;124789.92094855287;488559.93644187675;1950474.825073608;7863945.810259282;32012302.146147273;131164692.04763077;540270566.2464061;2234062073.7724175;     0.548;82.2790565;80.8766798345;532.7417932051891;1171.2152070527256;5054.978200458822;15575.44354720544;60223.8262380122;212211.8894572323;804673.180668885;2985594.5704744738;11347031.452601772;42977342.65505097;164157567.08242014;627297325.027962
